CSF-PR / CSF MIXED-MODE DEPLETED FRACTION / Proteins / 
index,PI,Accession,Other Protein(s),Description,CHROMOSOME,Gene Name,Coverage(%),Non Enzymatic Peptides,#Peptides,#Spectra,NSAF,RANK (NSAF),MW,Confidence,Validated
160.00,SINGLE PROTEIN,Q92673,, Sortilin-related receptor (SORL_HUMAN),11,SORL1,18.34,false,31.00,65.00,0.00,1699.00,248.27,100.00,true
161.00,SINGLE PROTEIN,O00462,, Beta-mannosidase (MANBA_HUMAN),4,MANBA,37.20,true,30.00,87.00,0.02,521.00,100.83,100.00,true
162.00,SINGLE PROTEIN,Q06033,, Inter-alpha-trypsin inhibitor heavy chain H3 (ITIH3_HUMAN),3,ITIH3,35.39,true,30.00,96.00,0.02,722.00,99.79,100.00,true
163.00,SINGLE PROTEIN,P08571,, Monocyte differentiation antigen CD14 (CD14_HUMAN),5,CD14,51.73,true,30.00,433.00,0.44,38.00,40.05,100.00,true
164.00,SINGLE PROTEIN,P07225,, Vitamin K-dependent protein S (PROS_HUMAN),3,PROS1,41.72,true,30.00,278.00,0.11,120.00,75.07,100.00,true
165.00,SINGLE PROTEIN,P07358,, Complement component C8 beta chain (CO8B_HUMAN),1,C8B,49.07,true,30.00,194.00,0.07,231.00,67.00,100.00,true
166.00,SINGLE PROTEIN,Q9NZR2,, Low-density lipoprotein receptor-related protein 1B (LRP1B_HUMAN),2,LRP1B,9.35,false,30.00,66.00,0.00,2077.00,515.16,100.00,true
167.00,SINGLE PROTEIN,P18206,, Vinculin (VINC_HUMAN),10,VCL,33.86,false,30.00,62.00,0.00,1561.00,123.72,100.00,true
168.00,SINGLE PROTEIN,Q9UQ52,, Contactin-6 (CNTN6_HUMAN),3,CNTN6,38.81,true,30.00,79.00,0.01,1089.00,113.89,100.00,true
169.00,SINGLE PROTEIN,P43121,, Cell surface glycoprotein MUC18 (MUC18_HUMAN),11,MCAM,42.41,true,30.00,173.00,0.04,337.00,71.56,100.00,true
170.00,SINGLE PROTEIN,Q14697,, Neutral alpha-glucosidase AB (GANAB_HUMAN),11,GANAB,35.06,true,29.00,70.00,0.02,715.00,106.81,100.00,true
171.00,SINGLE PROTEIN,P43251,, Biotinidase (BTD_HUMAN),3,BTD,44.75,true,29.00,210.00,0.09,151.00,61.09,100.00,true
172.00,SINGLE PROTEIN,Q9NS98,, Semaphorin-3G (SEM3G_HUMAN),3,SEMA3G,48.47,true,29.00,139.00,0.06,232.00,86.65,100.00,true
173.00,SINGLE PROTEIN,Q16270,, Insulin-like growth factor-binding protein 7 (IBP7_HUMAN),4,IGFBP7,77.66,true,29.00,380.00,0.31,49.00,29.11,100.00,true
174.00,SINGLE PROTEIN,P32004,, Neural cell adhesion molecule L1 (L1CAM_HUMAN),X,L1CAM,27.05,true,29.00,97.00,0.02,695.00,139.92,100.00,true
175.00,SINGLE PROTEIN,P02647,, Apolipoprotein A-I (APOA1_HUMAN),11,APOA1,73.41,true,29.00,154.00,0.19,79.00,30.76,100.00,true
176.00,SINGLE PROTEIN,Q15582,, Transforming growth factor-beta-induced protein ig-h3 (BGH3_HUMAN),5,TGFBI,47.14,true,28.00,148.00,0.05,302.00,74.63,100.00,true
177.00,SINGLE PROTEIN,Q15113,, Procollagen C-endopeptidase enhancer 1 (PCOC1_HUMAN),7,PCOLCE,58.13,true,28.00,235.00,0.17,86.00,47.94,100.00,true
178.00,SINGLE PROTEIN,P36222,, Chitinase-3-like protein 1 (CH3L1_HUMAN),1,CHI3L1,60.31,true,28.00,415.00,0.19,76.00,42.60,100.00,true
179.00,SINGLE PROTEIN,P09486,, SPARC (SPRC_HUMAN),5,SPARC,60.73,true,28.00,240.00,0.25,58.00,34.61,100.00,true
180.00,SINGLE PROTEIN,Q02818,, Nucleobindin-1 (NUCB1_HUMAN),19,NUCB1,50.33,true,28.00,126.00,0.02,627.00,53.85,100.00,true
181.00,SINGLE PROTEIN,P61769,, Beta-2-microglobulin (B2MG_HUMAN),15,B2M,59.66,true,28.00,347.00,0.94,19.00,13.71,100.00,true
182.00,SINGLE PROTEIN,P11021,, 78 kDa glucose-regulated protein (GRP78_HUMAN),9,HSPA5,44.65,true,28.00,97.00,0.03,486.00,72.29,100.00,true
183.00,SINGLE PROTEIN,P07996,, Thrombospondin-1 (TSP1_HUMAN),15,THBS1,28.97,false,28.00,65.00,0.01,1257.00,129.30,100.00,true
184.00,SINGLE PROTEIN,Q9Y2T3,, Guanine deaminase (GUAD_HUMAN),9,GDA,64.32,true,28.00,115.00,0.03,389.00,50.97,100.00,true
185.00,SINGLE PROTEIN,Q8N126,, Cell adhesion molecule 3 (CADM3_HUMAN),1,CADM3,52.01,true,28.00,175.00,0.16,93.00,43.27,100.00,true
186.00,SINGLE PROTEIN,P33908,, Mannosyl-oligosaccharide 1,2-alpha-mannosidase IA (MA1A1_HUMAN),6,MAN1A1,35.53,true,27.00,107.00,0.04,359.00,72.92,100.00,true
187.00,SINGLE PROTEIN,Q7Z3B1,, Neuronal growth regulator 1 (NEGR1_HUMAN),1,NEGR1,49.72,true,27.00,239.00,0.16,92.00,38.69,100.00,true
188.00,SINGLE PROTEIN,Q92752,, Tenascin-R (TENR_HUMAN),1,TNR,25.70,true,27.00,80.00,0.01,947.00,149.47,100.00,true
189.00,SINGLE PROTEIN,P55058,, Phospholipid transfer protein (PLTP_HUMAN),20,PLTP,43.61,true,27.00,126.00,0.09,163.00,54.70,100.00,true
190.00,SINGLE PROTEIN,P17174,, Aspartate aminotransferase, cytoplasmic (AATC_HUMAN),10,GOT1,70.46,true,27.00,107.00,0.06,235.00,46.22,100.00,true
191.00,SINGLE PROTEIN,Q14393,, Growth arrest-specific protein 6 (GAS6_HUMAN),13,GAS6,38.83,true,27.00,98.00,0.03,440.00,79.63,100.00,true
192.00,SINGLE PROTEIN,Q9NZ08,, Endoplasmic reticulum aminopeptidase 1 (ERAP1_HUMAN),5,ERAP1,31.24,false,27.00,67.00,0.01,1189.00,107.17,100.00,true
193.00,SINGLE PROTEIN,P19022,, Cadherin-2 (CADH2_HUMAN),18,CDH2,27.15,true,27.00,212.00,0.09,152.00,99.75,100.00,true
194.00,SINGLE PROTEIN,P24821,, Tenascin (TENA_HUMAN),9,TNC,18.86,false,27.00,52.00,0.00,1921.00,240.70,100.00,true
195.00,SINGLE PROTEIN,Q99574,, Neuroserpin (NEUS_HUMAN),3,SERPINI1,51.71,true,26.00,107.00,0.06,272.00,46.40,100.00,true
196.00,SINGLE PROTEIN,Q9NT99,, Leucine-rich repeat-containing protein 4B (LRC4B_HUMAN),19,LRRC4B,29.59,true,26.00,113.00,0.03,397.00,76.39,100.00,true
197.00,SINGLE PROTEIN,Q05707,, Collagen alpha-1(XIV) chain (COEA1_HUMAN),8,COL14A1,21.94,false,26.00,47.00,0.00,1623.00,193.39,100.00,true
198.00,SINGLE PROTEIN,P02788,, Lactotransferrin (TRFL_HUMAN),3,LTF,48.59,false,26.00,59.00,0.01,1058.00,78.13,100.00,true
199.00,SINGLE PROTEIN,P05543,, Thyroxine-binding globulin (THBG_HUMAN),X,SERPINA7,55.66,true,26.00,211.00,0.08,187.00,46.29,100.00,true
200.00,SINGLE PROTEIN,Q86VB7,, Scavenger receptor cysteine-rich type 1 protein M130 (C163A_HUMAN),12,CD163,31.23,false,26.00,141.00,0.03,384.00,125.37,100.00,true
201.00,SINGLE PROTEIN,Q8TCZ2,, CD99 antigen-like protein 2 (C99L2_HUMAN),X,CD99L2,51.91,true,26.00,123.00,0.14,105.00,27.97,100.00,true
202.00,SINGLE PROTEIN,P13611,, Versican core protein (CSPG2_HUMAN),5,VCAN,8.54,true,26.00,91.00,0.00,1540.00,372.59,100.00,true
203.00,SINGLE PROTEIN,P50395,, Rab GDP dissociation inhibitor beta (GDIB_HUMAN),10,GDI2,62.02,true,26.00,69.00,0.02,549.00,50.63,100.00,true
204.00,SINGLE PROTEIN,Q9P121,, Neurotrimin (NTRI_HUMAN),11,NTM,52.33,true,26.00,205.00,0.26,55.00,37.95,100.00,true
205.00,SINGLE PROTEIN,P49747,, Cartilage oligomeric matrix protein (COMP_HUMAN),19,COMP,48.35,true,26.00,87.00,0.02,724.00,82.81,100.00,true
206.00,SINGLE PROTEIN,P54802,, Alpha-N-acetylglucosaminidase (ANAG_HUMAN),17,NAGLU,49.39,true,25.00,68.00,0.02,587.00,82.21,100.00,true
207.00,SINGLE PROTEIN,P40189,, Interleukin-6 receptor subunit beta (IL6RB_HUMAN),5,IL6ST,29.41,true,25.00,102.00,0.02,620.00,103.47,100.00,true
208.00,SINGLE PROTEIN,O60462,, Neuropilin-2 (NRP2_HUMAN),2,NRP2,30.08,false,25.00,71.00,0.02,721.00,104.79,100.00,true
209.00,SINGLE PROTEIN,Q86SF2,, N-acetylgalactosaminyltransferase 7 (GALT7_HUMAN),4,GALNT7,38.20,true,25.00,75.00,0.01,778.00,75.34,100.00,true
210.00,SINGLE PROTEIN,Q9HCB6,, Spondin-1 (SPON1_HUMAN),11,SPON1,34.94,true,25.00,98.00,0.02,551.00,90.91,100.00,true
211.00,SINGLE PROTEIN,Q53EL9,, Seizure protein 6 homolog (SEZ6_HUMAN),17,SEZ6,29.48,true,25.00,142.00,0.04,360.00,107.36,100.00,true
212.00,RELATED PROTEINS,P60709,P63261, Actin, cytoplasmic 1 (ACTB_HUMAN),7,ACTB,56.27,true,24.00,124.00,0.01,844.00,41.71,100.00,true
213.00,SINGLE PROTEIN,Q8IZS8,, Voltage-dependent calcium channel subunit alpha-2/delta-3 (CA2D3_HUMAN),3,CACNA2D3,29.06,true,24.00,60.00,0.01,992.00,122.93,100.00,true
214.00,SINGLE PROTEIN,Q9BY67,, Cell adhesion molecule 1 (CADM1_HUMAN),11,CADM1,44.80,true,24.00,134.00,0.09,169.00,48.48,100.00,true
215.00,SINGLE PROTEIN,Q15818,, Neuronal pentraxin-1 (NPTX1_HUMAN),17,NPTX1,43.98,true,24.00,241.00,0.12,117.00,47.09,100.00,true
216.00,SINGLE PROTEIN,Q14982,, Opioid-binding protein/cell adhesion molecule (OPCM_HUMAN),11,OPCML,49.28,true,24.00,163.00,0.10,139.00,37.98,100.00,true
217.00,SINGLE PROTEIN,Q9UBG0,, C-type mannose receptor 2 (MRC2_HUMAN),17,MRC2,23.06,true,24.00,63.00,0.01,1131.00,166.57,100.00,true
218.00,SINGLE PROTEIN,P29622,, Kallistatin (KAIN_HUMAN),14,SERPINA4,59.25,true,24.00,124.00,0.07,216.00,48.51,100.00,true
219.00,SINGLE PROTEIN,Q9H2X0,, Chordin (CHRD_HUMAN),3,CHRD,35.60,true,24.00,69.00,0.01,1032.00,101.97,100.00,true
220.00,SINGLE PROTEIN,Q9UHG2,, ProSAAS (PCSK1_HUMAN),X,PCSK1N,59.23,true,24.00,415.00,0.29,53.00,27.36,100.00,true
221.00,SINGLE PROTEIN,P02675,, Fibrinogen beta chain (FIBB_HUMAN),4,FGB,46.84,true,24.00,89.00,0.04,367.00,55.89,100.00,true
222.00,SINGLE PROTEIN,Q9BQT9,, Calsyntenin-3 (CSTN3_HUMAN),12,CLSTN3,31.80,true,24.00,109.00,0.04,350.00,106.03,100.00,true
223.00,SINGLE PROTEIN,P20062,, Transcobalamin-2 (TCO2_HUMAN),22,TCN2,54.10,true,24.00,81.00,0.04,335.00,47.50,100.00,true
224.00,SINGLE PROTEIN,P02753,, Retinol-binding protein 4 (RET4_HUMAN),10,RBP4,73.63,true,23.00,727.00,0.77,21.00,23.00,100.00,true
225.00,SINGLE PROTEIN,P55786,, Puromycin-sensitive aminopeptidase (PSA_HUMAN),17,NPEPPS,31.01,false,23.00,54.00,0.01,890.00,103.21,100.00,true
226.00,SINGLE PROTEIN,O14786,, Neuropilin-1 (NRP1_HUMAN),10,NRP1,33.59,true,23.00,75.00,0.01,841.00,103.07,100.00,true
227.00,SINGLE PROTEIN,Q9P232,, Contactin-3 (CNTN3_HUMAN),3,CNTN3,32.20,false,23.00,50.00,0.01,1352.00,112.81,100.00,true
228.00,SINGLE PROTEIN,Q10471,, Polypeptide N-acetylgalactosaminyltransferase 2 (GALT2_HUMAN),1,GALNT2,36.43,true,23.00,69.00,0.01,927.00,64.69,100.00,true
229.00,SINGLE PROTEIN,P26927,, Hepatocyte growth factor-like protein (HGFL_HUMAN),3,MST1,45.71,false,23.00,78.00,0.02,733.00,80.27,100.00,true
230.00,SINGLE PROTEIN,P35442,, Thrombospondin-2 (TSP2_HUMAN),6,THBS2,27.99,false,23.00,56.00,0.01,1108.00,129.91,100.00,true
231.00,SINGLE PROTEIN,P48740,, Mannan-binding lectin serine protease 1 (MASP1_HUMAN),3,MASP1,36.62,false,23.00,79.00,0.02,507.00,79.20,100.00,true
232.00,SINGLE PROTEIN,O94919,, Endonuclease domain-containing 1 protein (ENDD1_HUMAN),11,ENDOD1,38.80,true,23.00,122.00,0.09,156.00,54.98,100.00,true
233.00,SINGLE PROTEIN,P14625,, Endoplasmin (ENPL_HUMAN),12,HSP90B1,35.87,false,23.00,71.00,0.02,565.00,92.41,100.00,true
234.00,SINGLE PROTEIN,O95428,, Papilin (PPN_HUMAN),14,PAPLN,28.64,false,23.00,59.00,0.00,1403.00,137.61,100.00,true
235.00,SINGLE PROTEIN,Q8N3T6,, Transmembrane protein 132C (T132C_HUMAN),12,TMEM132C,27.62,false,22.00,71.00,0.01,957.00,121.71,100.00,true
236.00,SINGLE PROTEIN,P07195,, L-lactate dehydrogenase B chain (LDHB_HUMAN),12,LDHB,44.91,true,22.00,89.00,0.07,230.00,36.62,100.00,true
237.00,SINGLE PROTEIN,P55290,, Cadherin-13 (CAD13_HUMAN),16,CDH13,30.29,true,22.00,195.00,0.07,202.00,78.24,100.00,true
238.00,SINGLE PROTEIN,P02766,, Transthyretin (TTHY_HUMAN),18,TTR,83.67,true,22.00,342.00,1.32,11.00,15.88,100.00,true
239.00,SINGLE PROTEIN,P78324,, Tyrosine-protein phosphatase non-receptor type substrate 1 (SHPS1_HUMAN),20,SIRPA,48.61,true,22.00,222.00,0.10,141.00,54.93,100.00,true
240.00,SINGLE PROTEIN,O14672,, Disintegrin and metalloproteinase domain-containing protein 10 (ADA10_HUMAN),15,ADAM10,41.04,true,22.00,61.00,0.02,639.00,84.09,100.00,true
241.00,SINGLE PROTEIN,P26038,, Moesin (MOES_HUMAN),X,MSN,35.01,false,22.00,58.00,0.01,1072.00,67.78,100.00,true
242.00,SINGLE PROTEIN,Q8TEU8,, WAP, Kazal, immunoglobulin, Kunitz and NTR domain-containing protein 2 (WFKN2_HUMAN),17,WFIKKN2,43.92,true,22.00,110.00,0.03,400.00,63.90,100.00,true
243.00,SINGLE PROTEIN,Q8NBJ4,, Golgi membrane protein 1 (GOLM1_HUMAN),9,GOLM1,40.15,true,22.00,73.00,0.03,496.00,45.31,100.00,true
244.00,SINGLE PROTEIN,P35443,, Thrombospondin-4 (TSP4_HUMAN),5,THBS4,37.25,true,22.00,62.00,0.01,761.00,105.80,100.00,true
245.00,SINGLE PROTEIN,P07333,, Macrophage colony-stimulating factor 1 receptor (CSF1R_HUMAN),5,CSF1R,20.47,true,22.00,138.00,0.04,327.00,107.92,100.00,true
246.00,SINGLE PROTEIN,Q5VU97,, VWFA and cache domain-containing protein 1 (CAHD1_HUMAN),1,CACHD1,21.59,true,22.00,58.00,0.01,1193.00,142.20,100.00,true
247.00,SINGLE PROTEIN,P05160,, Coagulation factor XIII B chain (F13B_HUMAN),1,F13B,41.00,false,22.00,62.00,0.01,789.00,75.46,100.00,true
248.00,SINGLE PROTEIN,P15144,, Aminopeptidase N (AMPN_HUMAN),15,ANPEP,25.34,true,22.00,44.00,0.01,1263.00,109.47,100.00,true
249.00,SINGLE PROTEIN,P11142,, Heat shock cognate 71 kDa protein (HSP7C_HUMAN),11,HSPA8,36.53,true,22.00,50.00,0.02,734.00,70.85,100.00,true
250.00,SINGLE PROTEIN,P12821,, Angiotensin-converting enzyme (ACE_HUMAN),17,ACE,18.84,true,22.00,45.00,0.01,1329.00,149.62,100.00,true
251.00,SINGLE PROTEIN,Q16363,, Laminin subunit alpha-4 (LAMA4_HUMAN),6,LAMA4,16.90,false,21.00,55.00,0.00,1787.00,202.40,100.00,true
252.00,SINGLE PROTEIN,P01009,, Alpha-1-antitrypsin (A1AT_HUMAN),14,SERPINA1,47.37,true,21.00,401.00,0.35,45.00,46.71,100.00,true
253.00,SINGLE PROTEIN,Q92932,, Receptor-type tyrosine-protein phosphatase N2 (PTPR2_HUMAN),7,PTPRN2,20.39,true,21.00,123.00,0.02,557.00,111.20,100.00,true
254.00,SINGLE PROTEIN,O14917,, Protocadherin-17 (PCD17_HUMAN),13,PCDH17,24.33,false,21.00,56.00,0.01,903.00,126.15,100.00,true
255.00,SINGLE PROTEIN,Q9NY47,, Voltage-dependent calcium channel subunit alpha-2/delta-2 (CA2D2_HUMAN),3,CACNA2D2,20.61,true,21.00,62.00,0.01,1247.00,129.74,100.00,true
256.00,SINGLE PROTEIN,Q86Y38,, Xylosyltransferase 1 (XYLT1_HUMAN),16,XYLT1,28.57,false,21.00,59.00,0.01,828.00,107.50,100.00,true
257.00,SINGLE PROTEIN,P02750,, Leucine-rich alpha-2-glycoprotein (A2GL_HUMAN),19,LRG1,45.82,true,21.00,385.00,0.48,34.00,38.15,100.00,true
258.00,SINGLE PROTEIN,P22304,, Iduronate 2-sulfatase (IDS_HUMAN),X,IDS,40.73,true,21.00,70.00,0.04,348.00,61.83,100.00,true
259.00,SINGLE PROTEIN,Q96PX8,, SLIT and NTRK-like protein 1 (SLIK1_HUMAN),13,SLITRK1,31.32,true,21.00,81.00,0.03,386.00,77.69,100.00,true
260.00,SINGLE PROTEIN,Q08629,, Testican-1 (TICN1_HUMAN),5,SPOCK1,41.23,true,21.00,101.00,0.04,319.00,49.09,100.00,true
261.00,SINGLE PROTEIN,P04264,, Keratin, type II cytoskeletal 1 (K2C1_HUMAN),12,KRT1,31.68,true,21.00,59.00,0.03,424.00,66.00,100.00,true
262.00,SINGLE PROTEIN,P06865,, Beta-hexosaminidase subunit alpha (HEXA_HUMAN),15,HEXA,36.11,true,21.00,94.00,0.05,318.00,60.66,100.00,true
263.00,SINGLE PROTEIN,P07711,, Cathepsin L1 (CATL1_HUMAN),9,CTSL1,37.84,true,21.00,95.00,0.10,135.00,37.54,100.00,true
264.00,SINGLE PROTEIN,P27797,, Calreticulin (CALR_HUMAN),19,CALR,49.88,true,21.00,183.00,0.26,56.00,48.11,100.00,true
265.00,SINGLE PROTEIN,Q14517,, Protocadherin Fat 1 (FAT1_HUMAN),4,FAT1,6.63,false,21.00,35.00,0.00,2110.00,505.96,100.00,true
266.00,SINGLE PROTEIN,P04196,, Histidine-rich glycoprotein (HRG_HUMAN),3,HRG,39.62,true,21.00,206.00,0.12,114.00,59.54,100.00,true
267.00,SINGLE PROTEIN,P09603,, Macrophage colony-stimulating factor 1 (CSF1_HUMAN),1,CSF1,38.09,true,21.00,89.00,0.06,252.00,60.14,100.00,true
268.00,SINGLE PROTEIN,Q8NFP4,, MAM domain-containing glycosylphosphatidylinositol anchor protein 1 (MDGA1_HUMAN),6,MDGA1,34.45,true,21.00,51.00,0.01,941.00,105.72,100.00,true
269.00,SINGLE PROTEIN,Q02809,, Procollagen-lysine,2-oxoglutarate 5-dioxygenase 1 (PLOD1_HUMAN),1,PLOD1,35.90,false,21.00,45.00,0.01,1009.00,83.50,100.00,true
270.00,SINGLE PROTEIN,P08294,, Extracellular superoxide dismutase [Cu-Zn] (SODE_HUMAN),4,SOD3,61.25,true,21.00,259.00,0.56,31.00,25.83,100.00,true
271.00,SINGLE PROTEIN,P08670,, Vimentin (VIME_HUMAN),10,VIM,40.99,true,21.00,49.00,0.01,852.00,53.62,100.00,true
272.00,SINGLE PROTEIN,Q9UMF0,, Intercellular adhesion molecule 5 (ICAM5_HUMAN),19,ICAM5,30.52,true,21.00,64.00,0.01,802.00,97.06,100.00,true
273.00,SINGLE PROTEIN,P07686,, Beta-hexosaminidase subunit beta (HEXB_HUMAN),5,HEXB,37.77,true,20.00,59.00,0.02,580.00,63.07,100.00,true
274.00,SINGLE PROTEIN,Q9HAT2,, Sialate O-acetylesterase (SIAE_HUMAN),11,SIAE,42.64,true,20.00,81.00,0.05,288.00,58.28,100.00,true
275.00,SINGLE PROTEIN,P00558,, Phosphoglycerate kinase 1 (PGK1_HUMAN),X,PGK1,60.67,false,20.00,64.00,0.02,628.00,44.59,100.00,true
276.00,SINGLE PROTEIN,Q14C87,, Transmembrane protein 132D (T132D_HUMAN),12,TMEM132D,19.75,false,20.00,58.00,0.01,990.00,122.23,100.00,true
277.00,SINGLE PROTEIN,P10745,, Retinol-binding protein 3 (RET3_HUMAN),10,RBP3,27.35,false,20.00,36.00,0.01,1299.00,135.28,100.00,true
278.00,SINGLE PROTEIN,Q8IWV2,, Contactin-4 (CNTN4_HUMAN),3,CNTN4,30.31,false,20.00,83.00,0.02,559.00,113.38,100.00,true
279.00,SINGLE PROTEIN,P08195,, 4F2 cell-surface antigen heavy chain (4F2_HUMAN),11,SLC3A2,36.83,true,20.00,51.00,0.01,819.00,67.95,100.00,true
280.00,SINGLE PROTEIN,P08572,, Collagen alpha-2(IV) chain (CO4A2_HUMAN),13,COL4A2,14.95,true,20.00,50.00,0.00,1527.00,167.45,100.00,true
281.00,SINGLE PROTEIN,Q8TER0,, Sushi, nidogen and EGF-like domain-containing protein 1 (SNED1_HUMAN),2,SNED1,18.97,true,20.00,46.00,0.00,1571.00,152.10,100.00,true
282.00,SINGLE PROTEIN,P80723,, Brain acid soluble protein 1 (BASP1_HUMAN),5,BASP1,57.71,true,20.00,67.00,0.09,154.00,22.68,100.00,true
283.00,SINGLE PROTEIN,Q9HCK4,, Roundabout homolog 2 (ROBO2_HUMAN),3,ROBO2,20.32,false,20.00,54.00,0.01,1031.00,151.11,100.00,true
284.00,SINGLE PROTEIN,P18065,, Insulin-like growth factor-binding protein 2 (IBP2_HUMAN),2,IGFBP2,47.38,true,20.00,206.00,0.17,84.00,34.79,100.00,true
285.00,SINGLE PROTEIN,P07357,, Complement component C8 alpha chain (CO8A_HUMAN),1,C8A,35.45,true,20.00,93.00,0.04,361.00,65.12,100.00,true
286.00,SINGLE PROTEIN,P48058,, Glutamate receptor 4 (GRIA4_HUMAN),11,GRIA4,19.84,true,20.00,79.00,0.02,547.00,100.81,100.00,true
287.00,SINGLE PROTEIN,Q9UHL4,, Dipeptidyl peptidase 2 (DPP2_HUMAN),9,DPP7,50.20,true,20.00,66.00,0.02,600.00,54.31,100.00,true
288.00,SINGLE PROTEIN,Q9ULL4,, Plexin-B3 (PLXB3_HUMAN),X,PLXNB3,16.45,false,20.00,41.00,0.00,1389.00,206.72,100.00,true
289.00,SINGLE PROTEIN,P39060,, Collagen alpha-1(XVIII) chain (COIA1_HUMAN),21,COL18A1,12.20,true,20.00,81.00,0.02,584.00,178.08,100.00,true
290.00,SINGLE PROTEIN,Q8WYK1,, Contactin-associated protein-like 5 (CNTP5_HUMAN),2,CNTNAP5,22.28,true,20.00,45.00,0.01,1070.00,145.53,100.00,true
291.00,SINGLE PROTEIN,P05452,, Tetranectin (TETN_HUMAN),3,CLEC3B,71.29,true,19.00,313.00,0.62,24.00,22.52,100.00,true
292.00,SINGLE PROTEIN,Q08380,, Galectin-3-binding protein (LG3BP_HUMAN),17,LGALS3BP,39.32,true,19.00,71.00,0.04,353.00,65.29,100.00,true
293.00,SINGLE PROTEIN,Q15063,, Periostin (POSTN_HUMAN),13,POSTN,32.66,false,19.00,41.00,0.01,1099.00,93.26,100.00,true
294.00,SINGLE PROTEIN,P61916,, Epididymal secretory protein E1 (NPC2_HUMAN),14,NPC2,65.56,true,19.00,324.00,0.68,22.00,16.56,100.00,true
295.00,SINGLE PROTEIN,P51884,, Lumican (LUM_HUMAN),12,LUM,52.96,true,19.00,244.00,0.19,77.00,38.40,100.00,true
296.00,SINGLE PROTEIN,Q8IZJ3,, C3 and PZP-like alpha-2-macroglobulin domain-containing protein 8 (CPMD8_HUMAN),19,CPAMD8,17.77,true,19.00,38.00,0.00,1874.00,206.57,100.00,true
297.00,SINGLE PROTEIN,P08123,, Collagen alpha-2(I) chain (CO1A2_HUMAN),7,COL1A2,14.28,false,19.00,63.00,0.01,1061.00,129.24,100.00,true
298.00,SINGLE PROTEIN,O00584,, Ribonuclease T2 (RNT2_HUMAN),6,RNASET2,60.16,true,19.00,137.00,0.20,72.00,29.46,100.00,true
299.00,SINGLE PROTEIN,O14773,, Tripeptidyl-peptidase 1 (TPP1_HUMAN),11,TPP1,40.32,true,19.00,104.00,0.08,179.00,61.21,100.00,true
300.00,SINGLE PROTEIN,Q6UX71,, Plexin domain-containing protein 2 (PXDC2_HUMAN),10,PLXDC2,24.76,true,19.00,91.00,0.03,480.00,59.55,100.00,true
301.00,SINGLE PROTEIN,Q5JRA6,, Melanoma inhibitory activity protein 3 (MIA3_HUMAN),1,MIA3,10.17,true,19.00,46.00,0.00,1790.00,213.57,100.00,true
302.00,SINGLE PROTEIN,Q9Y4L1,, Hypoxia up-regulated protein 1 (HYOU1_HUMAN),11,HYOU1,20.12,false,19.00,65.00,0.01,1023.00,111.27,100.00,true
303.00,SINGLE PROTEIN,Q08174,, Protocadherin-1 (PCDH1_HUMAN),5,PCDH1,22.74,true,19.00,54.00,0.01,1079.00,114.67,100.00,true
304.00,SINGLE PROTEIN,P35858,, Insulin-like growth factor-binding protein complex acid labile subunit (ALS_HUMAN),16,IGFALS,41.98,false,19.00,107.00,0.06,247.00,65.99,100.00,true
305.00,SINGLE PROTEIN,P00748,, Coagulation factor XII (FA12_HUMAN),5,F12,38.05,true,19.00,119.00,0.04,342.00,67.75,100.00,true
306.00,SINGLE PROTEIN,Q9HCU4,, Cadherin EGF LAG seven-pass G-type receptor 2 (CELR2_HUMAN),1,CELSR2,10.06,true,19.00,58.00,0.01,1373.00,317.25,100.00,true
307.00,SINGLE PROTEIN,P60174,, Triosephosphate isomerase (TPIS_HUMAN),12,TPI1,68.88,true,19.00,88.00,0.09,155.00,30.77,100.00,true
308.00,SINGLE PROTEIN,P02679,, Fibrinogen gamma chain (FIBG_HUMAN),4,FGG,50.99,true,19.00,81.00,0.04,369.00,51.48,100.00,true
309.00,SINGLE PROTEIN,Q12907,, Vesicular integral-membrane protein VIP36 (LMAN2_HUMAN),5,LMAN2,47.75,true,19.00,116.00,0.09,171.00,40.20,100.00,true
310.00,SINGLE PROTEIN,P03951,, Coagulation factor XI (FA11_HUMAN),4,F11,34.56,false,19.00,44.00,0.01,1134.00,70.06,100.00,true
311.00,SINGLE PROTEIN,Q9HC56,, Protocadherin-9 (PCDH9_HUMAN),13,PCDH9,23.52,false,19.00,53.00,0.01,1103.00,135.98,100.00,true
312.00,SINGLE PROTEIN,O00339,, Matrilin-2 (MATN2_HUMAN),8,MATN2,19.04,true,18.00,28.00,0.01,1307.00,106.77,100.00,true
313.00,SINGLE PROTEIN,P01033,, Metalloproteinase inhibitor 1 (TIMP1_HUMAN),X,TIMP1,67.15,true,18.00,147.00,0.24,61.00,23.16,100.00,true
314.00,SINGLE PROTEIN,Q9Y2E5,, Epididymis-specific alpha-mannosidase (MA2B2_HUMAN),4,MAN2B2,29.24,false,18.00,46.00,0.01,1035.00,113.91,100.00,true
315.00,SINGLE PROTEIN,Q9Y6N6,, Laminin subunit gamma-3 (LAMC3_HUMAN),9,LAMC3,14.29,false,18.00,43.00,0.00,1430.00,171.12,100.00,true
316.00,SINGLE PROTEIN,O60568,, Procollagen-lysine,2-oxoglutarate 5-dioxygenase 3 (PLOD3_HUMAN),7,PLOD3,35.37,false,18.00,48.00,0.01,1210.00,84.73,100.00,true
