# SignalP-6.0	Organism: Eukarya	Timestamp: 20220628184533
# ID	Prediction	OTHER	SP(Sec/SPI)	CS Position
sp|P16035|TIMP2_HUMAN Metalloproteinase inhibitor 2 OS=Homo sapiens OX=9606 GN=TIMP2 PE=1 SV=2	SP	0.000197	0.999791	CS pos: 26-27. Pr: 0.9747
sp|P22695|QCR2_HUMAN Cytochrome b-c1 complex subunit 2, mitochondrial OS=Homo sapiens OX=9606 GN=UQCRC2 PE=1 SV=3	OTHER	1.000064	0.000000	
tr|A0A087WXX8|A0A087WXX8_HUMAN Succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial (Fragment) OS=Homo sapiens OX=9606 GN=SDHB PE=1 SV=1	OTHER	1.000053	0.000000	
sp|Q9Y4F5|C170B_HUMAN Centrosomal protein of 170 kDa protein B OS=Homo sapiens OX=9606 GN=CEP170B PE=1 SV=4	OTHER	1.000065	0.000000	
sp|Q9UH65|SWP70_HUMAN Switch-associated protein 70 OS=Homo sapiens OX=9606 GN=SWAP70 PE=1 SV=1	OTHER	1.000064	0.000000	
sp|Q8NBM8|PCYXL_HUMAN Prenylcysteine oxidase-like OS=Homo sapiens OX=9606 GN=PCYOX1L PE=1 SV=2	SP	0.043269	0.956727	CS pos: 20-21. Pr: 0.9046
sp|Q8WZA9|IRGQ_HUMAN Immunity-related GTPase family Q protein OS=Homo sapiens OX=9606 GN=IRGQ PE=1 SV=1	OTHER	1.000074	0.000000	
sp|P27635|RL10_HUMAN 60S ribosomal protein L10 OS=Homo sapiens OX=9606 GN=RPL10 PE=1 SV=5	OTHER	1.000048	0.000000	
tr|D6R960|D6R960_HUMAN Complexin-2 (Fragment) OS=Homo sapiens OX=9606 GN=CPLX2 PE=1 SV=1	OTHER	1.000060	0.000000	
sp|Q13424|SNTA1_HUMAN Alpha-1-syntrophin OS=Homo sapiens OX=9606 GN=SNTA1 PE=1 SV=1	OTHER	1.000067	0.000002	
sp|P50440|GATM_HUMAN Glycine amidinotransferase, mitochondrial OS=Homo sapiens OX=9606 GN=GATM PE=1 SV=1	OTHER	1.000050	0.000000	
sp|P50479|PDLI4_HUMAN PDZ and LIM domain protein 4 OS=Homo sapiens OX=9606 GN=PDLIM4 PE=1 SV=2	OTHER	1.000055	0.000000	
sp|Q05193|DYN1_HUMAN Dynamin-1 OS=Homo sapiens OX=9606 GN=DNM1 PE=1 SV=2	OTHER	1.000085	0.000000	
sp|Q8NGA1|OR1M1_HUMAN Olfactory receptor 1M1 OS=Homo sapiens OX=9606 GN=OR1M1 PE=2 SV=1	OTHER	1.000061	0.000001	
sp|Q9P1Z2|CACO1_HUMAN Calcium-binding and coiled-coil domain-containing protein 1 OS=Homo sapiens OX=9606 GN=CALCOCO1 PE=1 SV=2	OTHER	0.998778	0.001285	
tr|E9PNQ8|E9PNQ8_HUMAN Thy-1 membrane glycoprotein (Fragment) OS=Homo sapiens OX=9606 GN=THY1 PE=1 SV=1	SP	0.000181	0.999807	CS pos: 19-20. Pr: 0.9796
tr|D3DSM0|D3DSM0_HUMAN Integrin beta OS=Homo sapiens OX=9606 GN=ITGB2 PE=1 SV=1	SP	0.000189	0.999772	CS pos: 22-23. Pr: 0.9735
sp|P61601|NCALD_HUMAN Neurocalcin-delta OS=Homo sapiens OX=9606 GN=NCALD PE=1 SV=2	OTHER	1.000082	0.000000	
sp|Q92783|STAM1_HUMAN Signal transducing adapter molecule 1 OS=Homo sapiens OX=9606 GN=STAM PE=1 SV=3	OTHER	1.000054	0.000000	
sp|Q9NRD5|PICK1_HUMAN PRKCA-binding protein OS=Homo sapiens OX=9606 GN=PICK1 PE=1 SV=2	OTHER	1.000081	0.000000	
sp|P10515|ODP2_HUMAN Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial OS=Homo sapiens OX=9606 GN=DLAT PE=1 SV=3	OTHER	1.000020	0.000013	
sp|P14927|QCR7_HUMAN Cytochrome b-c1 complex subunit 7 OS=Homo sapiens OX=9606 GN=UQCRB PE=1 SV=2	OTHER	1.000060	0.000000	
sp|P17900|SAP3_HUMAN Ganglioside GM2 activator OS=Homo sapiens OX=9606 GN=GM2A PE=1 SV=4	SP	0.000201	0.999770	CS pos: 23-24. Pr: 0.9778
tr|E9PFI2|E9PFI2_HUMAN Syntaxin-binding protein 5-like OS=Homo sapiens OX=9606 GN=STXBP5L PE=1 SV=1	OTHER	1.000067	0.000000	
sp|O95057|DIRA1_HUMAN GTP-binding protein Di-Ras1 OS=Homo sapiens OX=9606 GN=DIRAS1 PE=1 SV=1	OTHER	1.000063	0.000000	
sp|Q16181|SEPT7_HUMAN Septin-7 OS=Homo sapiens OX=9606 GN=SEPTIN7 PE=1 SV=2	OTHER	1.000059	0.000000	
sp|Q04941|PLP2_HUMAN Proteolipid protein 2 OS=Homo sapiens OX=9606 GN=PLP2 PE=1 SV=1	OTHER	1.000047	0.000004	
sp|P40123|CAP2_HUMAN Adenylyl cyclase-associated protein 2 OS=Homo sapiens OX=9606 GN=CAP2 PE=1 SV=1	OTHER	1.000061	0.000000	
sp|Q06830|PRDX1_HUMAN Peroxiredoxin-1 OS=Homo sapiens OX=9606 GN=PRDX1 PE=1 SV=1	OTHER	1.000053	0.000000	
sp|O95139|NDUB6_HUMAN NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 6 OS=Homo sapiens OX=9606 GN=NDUFB6 PE=1 SV=3	OTHER	0.999777	0.000244	
sp|O75061|AUXI_HUMAN Putative tyrosine-protein phosphatase auxilin OS=Homo sapiens OX=9606 GN=DNAJC6 PE=1 SV=3	OTHER	1.000066	0.000000	
sp|Q8IWB7|WDFY1_HUMAN WD repeat and FYVE domain-containing protein 1 OS=Homo sapiens OX=9606 GN=WDFY1 PE=1 SV=1	OTHER	1.000067	0.000001	
sp|Q9UJC5|SH3L2_HUMAN SH3 domain-binding glutamic acid-rich-like protein 2 OS=Homo sapiens OX=9606 GN=SH3BGRL2 PE=1 SV=2	OTHER	1.000049	0.000000	
sp|O00451|GFRA2_HUMAN GDNF family receptor alpha-2 OS=Homo sapiens OX=9606 GN=GFRA2 PE=1 SV=2	OTHER	0.636617	0.363398	
sp|Q9P2R7|SUCB1_HUMAN Succinate--CoA ligase [ADP-forming] subunit beta, mitochondrial OS=Homo sapiens OX=9606 GN=SUCLA2 PE=1 SV=3	OTHER	1.000070	0.000000	
sp|P14867|GBRA1_HUMAN Gamma-aminobutyric acid receptor subunit alpha-1 OS=Homo sapiens OX=9606 GN=GABRA1 PE=1 SV=3	SP	0.000223	0.999754	CS pos: 27-28. Pr: 0.9751
sp|P22830|HEMH_HUMAN Ferrochelatase, mitochondrial OS=Homo sapiens OX=9606 GN=FECH PE=1 SV=2	OTHER	1.000054	0.000000	
sp|O14949|QCR8_HUMAN Cytochrome b-c1 complex subunit 8 OS=Homo sapiens OX=9606 GN=UQCRQ PE=1 SV=4	OTHER	0.999975	0.000028	
sp|Q96CV9|OPTN_HUMAN Optineurin OS=Homo sapiens OX=9606 GN=OPTN PE=1 SV=3	OTHER	1.000083	0.000000	
sp|P06733|ENOA_HUMAN Alpha-enolase OS=Homo sapiens OX=9606 GN=ENO1 PE=1 SV=2	OTHER	1.000055	0.000000	
sp|P49407|ARRB1_HUMAN Beta-arrestin-1 OS=Homo sapiens OX=9606 GN=ARRB1 PE=1 SV=2	OTHER	1.000082	0.000000	
sp|Q99250|SCN2A_HUMAN Sodium channel protein type 2 subunit alpha OS=Homo sapiens OX=9606 GN=SCN2A PE=1 SV=3	OTHER	1.000055	0.000000	
tr|H0Y4H1|H0Y4H1_HUMAN Protein-tyrosine-phosphatase (Fragment) OS=Homo sapiens OX=9606 GN=PTPRF PE=1 SV=1	OTHER	1.000048	0.000001	
sp|P12814|ACTN1_HUMAN Alpha-actinin-1 OS=Homo sapiens OX=9606 GN=ACTN1 PE=1 SV=2	OTHER	1.000049	0.000001	
sp|Q9Y3D6|FIS1_HUMAN Mitochondrial fission 1 protein OS=Homo sapiens OX=9606 GN=FIS1 PE=1 SV=2	OTHER	1.000038	0.000000	
tr|B4E171|B4E171_HUMAN cDNA FLJ59144, highly similar to Tetraspanin-7 OS=Homo sapiens OX=9606 PE=2 SV=1	OTHER	0.997656	0.002358	
sp|P01903|DRA_HUMAN HLA class II histocompatibility antigen, DR alpha chain OS=Homo sapiens OX=9606 GN=HLA-DRA PE=1 SV=2	SP	0.000445	0.999507	CS pos: 25-26. Pr: 0.9499
sp|Q8TDC3|BRSK1_HUMAN Serine/threonine-protein kinase BRSK1 OS=Homo sapiens OX=9606 GN=BRSK1 PE=1 SV=2	OTHER	1.000063	0.000000	
sp|Q96HH9|GRM2B_HUMAN GRAM domain-containing protein 2B OS=Homo sapiens OX=9606 GN=GRAMD2B PE=1 SV=1	OTHER	1.000060	0.000001	
tr|H0YI78|H0YI78_HUMAN Kinesin-like protein KIF21A (Fragment) OS=Homo sapiens OX=9606 GN=KIF21A PE=1 SV=1	OTHER	1.000039	0.000000	
sp|O15540|FABP7_HUMAN Fatty acid-binding protein, brain OS=Homo sapiens OX=9606 GN=FABP7 PE=1 SV=3	OTHER	1.000056	0.000000	
sp|Q13126|MTAP_HUMAN S-methyl-5'-thioadenosine phosphorylase OS=Homo sapiens OX=9606 GN=MTAP PE=1 SV=2	OTHER	1.000052	0.000000	
sp|P19367|HXK1_HUMAN Hexokinase-1 OS=Homo sapiens OX=9606 GN=HK1 PE=1 SV=3	OTHER	1.000081	0.000000	
sp|O00154|BACH_HUMAN Cytosolic acyl coenzyme A thioester hydrolase OS=Homo sapiens OX=9606 GN=ACOT7 PE=1 SV=3	OTHER	1.000051	0.000006	
tr|B4DUC8|B4DUC8_HUMAN S-methyl-5'-thioadenosine phosphorylase OS=Homo sapiens OX=9606 GN=MTAP PE=1 SV=1	OTHER	1.000017	0.000000	
sp|Q5VWP3|MLIP_HUMAN Muscular LMNA-interacting protein OS=Homo sapiens OX=9606 GN=MLIP PE=1 SV=3	OTHER	1.000071	0.000000	
sp|Q6U841|S4A10_HUMAN Sodium-driven chloride bicarbonate exchanger OS=Homo sapiens OX=9606 GN=SLC4A10 PE=1 SV=1	OTHER	1.000050	0.000000	
sp|P15313|VATB1_HUMAN V-type proton ATPase subunit B, kidney isoform OS=Homo sapiens OX=9606 GN=ATP6V1B1 PE=1 SV=3	OTHER	1.000059	0.000000	
sp|O96000|NDUBA_HUMAN NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 10 OS=Homo sapiens OX=9606 GN=NDUFB10 PE=1 SV=3	OTHER	1.000070	0.000000	
sp|O43157|PLXB1_HUMAN Plexin-B1 OS=Homo sapiens OX=9606 GN=PLXNB1 PE=1 SV=3	OTHER	0.966517	0.033500	
tr|H0Y379|H0Y379_HUMAN Calcium-activated potassium channel subunit alpha-1 (Fragment) OS=Homo sapiens OX=9606 GN=KCNMA1 PE=1 SV=2	OTHER	1.000052	0.000002	
tr|F5GXC1|F5GXC1_HUMAN 1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase delta-3 (Fragment) OS=Homo sapiens OX=9606 GN=PLCD3 PE=1 SV=1	OTHER	1.000075	0.000001	
tr|K7EKD1|K7EKD1_HUMAN Glial fibrillary acidic protein (Fragment) OS=Homo sapiens OX=9606 GN=GFAP PE=1 SV=1	OTHER	1.000029	0.000000	
sp|Q53H12|AGK_HUMAN Acylglycerol kinase, mitochondrial OS=Homo sapiens OX=9606 GN=AGK PE=1 SV=2	OTHER	0.998611	0.001415	
tr|E7EPK1|E7EPK1_HUMAN Septin OS=Homo sapiens OX=9606 GN=SEPTIN7 PE=1 SV=2	OTHER	1.000045	0.000000	
sp|P08758|ANXA5_HUMAN Annexin A5 OS=Homo sapiens OX=9606 GN=ANXA5 PE=1 SV=2	OTHER	1.000073	0.000000	
sp|Q13367|AP3B2_HUMAN AP-3 complex subunit beta-2 OS=Homo sapiens OX=9606 GN=AP3B2 PE=1 SV=2	OTHER	1.000046	0.000000	
sp|Q16891|MIC60_HUMAN MICOS complex subunit MIC60 OS=Homo sapiens OX=9606 GN=IMMT PE=1 SV=1	OTHER	0.998502	0.001504	
sp|P17677|NEUM_HUMAN Neuromodulin OS=Homo sapiens OX=9606 GN=GAP43 PE=1 SV=1	OTHER	1.000046	0.000000	
tr|Q5T9B7|Q5T9B7_HUMAN Adenylate kinase isoenzyme 1 OS=Homo sapiens OX=9606 GN=AK1 PE=1 SV=1	OTHER	1.000070	0.000000	
sp|P21281|VATB2_HUMAN V-type proton ATPase subunit B, brain isoform OS=Homo sapiens OX=9606 GN=ATP6V1B2 PE=1 SV=3	OTHER	1.000082	0.000000	
sp|Q9NX14|NDUBB_HUMAN NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 11, mitochondrial OS=Homo sapiens OX=9606 GN=NDUFB11 PE=1 SV=1	OTHER	1.000046	0.000000	
sp|Q16566|KCC4_HUMAN Calcium/calmodulin-dependent protein kinase type IV OS=Homo sapiens OX=9606 GN=CAMK4 PE=1 SV=1	OTHER	1.000043	0.000012	
sp|P13073|COX41_HUMAN Cytochrome c oxidase subunit 4 isoform 1, mitochondrial OS=Homo sapiens OX=9606 GN=COX4I1 PE=1 SV=1	OTHER	1.000038	0.000000	
sp|Q9NYU2|UGGG1_HUMAN UDP-glucose:glycoprotein glucosyltransferase 1 OS=Homo sapiens OX=9606 GN=UGGT1 PE=1 SV=3	SP	0.026567	0.973403	CS pos: 42-43. Pr: 0.9083
sp|Q6PUV4|CPLX2_HUMAN Complexin-2 OS=Homo sapiens OX=9606 GN=CPLX2 PE=1 SV=2	OTHER	1.000051	0.000000	
sp|Q13825|AUHM_HUMAN Methylglutaconyl-CoA hydratase, mitochondrial OS=Homo sapiens OX=9606 GN=AUH PE=1 SV=1	OTHER	1.000055	0.000005	
sp|Q8TF44|C2C4C_HUMAN C2 calcium-dependent domain-containing protein 4C OS=Homo sapiens OX=9606 GN=C2CD4C PE=1 SV=2	OTHER	1.000060	0.000001	
sp|Q8NCM2|KCNH5_HUMAN Potassium voltage-gated channel subfamily H member 5 OS=Homo sapiens OX=9606 GN=KCNH5 PE=1 SV=3	OTHER	0.999891	0.000149	
sp|Q96AC1|FERM2_HUMAN Fermitin family homolog 2 OS=Homo sapiens OX=9606 GN=FERMT2 PE=1 SV=1	OTHER	1.000078	0.000000	
sp|Q9P0L2|MARK1_HUMAN Serine/threonine-protein kinase MARK1 OS=Homo sapiens OX=9606 GN=MARK1 PE=1 SV=2	OTHER	1.000043	0.000002	
sp|Q13510|ASAH1_HUMAN Acid ceramidase OS=Homo sapiens OX=9606 GN=ASAH1 PE=1 SV=5	SP	0.000208	0.999756	CS pos: 21-22. Pr: 0.9797
sp|P62760|VISL1_HUMAN Visinin-like protein 1 OS=Homo sapiens OX=9606 GN=VSNL1 PE=1 SV=2	OTHER	1.000044	0.000000	
sp|P61916|NPC2_HUMAN NPC intracellular cholesterol transporter 2 OS=Homo sapiens OX=9606 GN=NPC2 PE=1 SV=1	SP	0.000203	0.999792	CS pos: 19-20. Pr: 0.9794
sp|Q13574|DGKZ_HUMAN Diacylglycerol kinase zeta OS=Homo sapiens OX=9606 GN=DGKZ PE=1 SV=4	OTHER	1.000039	0.000000	
sp|Q13683|ITA7_HUMAN Integrin alpha-7 OS=Homo sapiens OX=9606 GN=ITGA7 PE=1 SV=3	SP	0.418233	0.581759	CS pos: 33-34. Pr: 0.5494
sp|Q99719|SEPT5_HUMAN Septin-5 OS=Homo sapiens OX=9606 GN=SEPTIN5 PE=1 SV=1	OTHER	1.000055	0.000000	
sp|P42658|DPP6_HUMAN Dipeptidyl aminopeptidase-like protein 6 OS=Homo sapiens OX=9606 GN=DPP6 PE=1 SV=2	OTHER	1.000065	0.000000	
sp|Q96DG6|CMBL_HUMAN Carboxymethylenebutenolidase homolog OS=Homo sapiens OX=9606 GN=CMBL PE=1 SV=1	OTHER	1.000049	0.000000	
sp|P82970|HMGN5_HUMAN High mobility group nucleosome-binding domain-containing protein 5 OS=Homo sapiens OX=9606 GN=HMGN5 PE=1 SV=1	OTHER	1.000071	0.000000	
sp|Q9NR22|ANM8_HUMAN Protein arginine N-methyltransferase 8 OS=Homo sapiens OX=9606 GN=PRMT8 PE=1 SV=2	OTHER	1.000041	0.000000	
tr|G3V3D1|G3V3D1_HUMAN NPC intracellular cholesterol transporter 2 (Fragment) OS=Homo sapiens OX=9606 GN=NPC2 PE=1 SV=1	SP	0.000203	0.999780	CS pos: 19-20. Pr: 0.9794
sp|Q9H9B4|SFXN1_HUMAN Sideroflexin-1 OS=Homo sapiens OX=9606 GN=SFXN1 PE=1 SV=4	OTHER	1.000058	0.000000	
sp|P11182|ODB2_HUMAN Lipoamide acyltransferase component of branched-chain alpha-keto acid dehydrogenase complex, mitochondrial OS=Homo sapiens OX=9606 GN=DBT PE=1 SV=3	OTHER	1.000062	0.000000	
sp|Q14693|LPIN1_HUMAN Phosphatidate phosphatase LPIN1 OS=Homo sapiens OX=9606 GN=LPIN1 PE=1 SV=2	OTHER	1.000061	0.000000	
sp|P02786|TFR1_HUMAN Transferrin receptor protein 1 OS=Homo sapiens OX=9606 GN=TFRC PE=1 SV=2	OTHER	0.999682	0.000335	
sp|P07108|ACBP_HUMAN Acyl-CoA-binding protein OS=Homo sapiens OX=9606 GN=DBI PE=1 SV=2	OTHER	1.000070	0.000000	
sp|Q9UQB8|BAIP2_HUMAN Brain-specific angiogenesis inhibitor 1-associated protein 2 OS=Homo sapiens OX=9606 GN=BAIAP2 PE=1 SV=1	OTHER	1.000054	0.000000	
tr|G3XAH0|G3XAH0_HUMAN Septin OS=Homo sapiens OX=9606 GN=SEPTIN5 PE=1 SV=1	OTHER	1.000059	0.000000	
sp|P23229|ITA6_HUMAN Integrin alpha-6 OS=Homo sapiens OX=9606 GN=ITGA6 PE=1 SV=5	SP	0.001622	0.998356	CS pos: 23-24. Pr: 0.9591
tr|F8W6G1|F8W6G1_HUMAN Nuclear receptor-binding protein OS=Homo sapiens OX=9606 GN=NRBP1 PE=1 SV=1	OTHER	1.000075	0.000000	
sp|Q8NAA5|LR75A_HUMAN Leucine-rich repeat-containing protein 75A OS=Homo sapiens OX=9606 GN=LRRC75A PE=2 SV=2	OTHER	1.000074	0.000000	
sp|Q5TF21|SOGA3_HUMAN Protein SOGA3 OS=Homo sapiens OX=9606 GN=SOGA3 PE=3 SV=1	OTHER	1.000062	0.000000	
sp|Q9HBT6|CAD20_HUMAN Cadherin-20 OS=Homo sapiens OX=9606 GN=CDH20 PE=2 SV=2	SP	0.092118	0.907845	CS pos: 34-35. Pr: 0.8482
sp|Q4KMP7|TB10B_HUMAN TBC1 domain family member 10B OS=Homo sapiens OX=9606 GN=TBC1D10B PE=1 SV=3	OTHER	0.967777	0.032285	
sp|P54764|EPHA4_HUMAN Ephrin type-A receptor 4 OS=Homo sapiens OX=9606 GN=EPHA4 PE=1 SV=1	SP	0.000469	0.999511	CS pos: 19-20. Pr: 0.9507
sp|O60861|GAS7_HUMAN Growth arrest-specific protein 7 OS=Homo sapiens OX=9606 GN=GAS7 PE=1 SV=3	OTHER	1.000053	0.000001	
tr|F8VVT9|F8VVT9_HUMAN Arf-GAP with GTPase, ANK repeat and PH domain-containing protein 2 OS=Homo sapiens OX=9606 GN=AGAP2 PE=1 SV=1	OTHER	1.000032	0.000006	
sp|P55263|ADK_HUMAN Adenosine kinase OS=Homo sapiens OX=9606 GN=ADK PE=1 SV=2	OTHER	1.000066	0.000000	
sp|P04406|G3P_HUMAN Glyceraldehyde-3-phosphate dehydrogenase OS=Homo sapiens OX=9606 GN=GAPDH PE=1 SV=3	OTHER	1.000065	0.000000	
sp|P13716|HEM2_HUMAN Delta-aminolevulinic acid dehydratase OS=Homo sapiens OX=9606 GN=ALAD PE=1 SV=1	OTHER	1.000075	0.000000	
sp|P39687|AN32A_HUMAN Acidic leucine-rich nuclear phosphoprotein 32 family member A OS=Homo sapiens OX=9606 GN=ANP32A PE=1 SV=1	OTHER	1.000077	0.000000	
sp|P10768|ESTD_HUMAN S-formylglutathione hydrolase OS=Homo sapiens OX=9606 GN=ESD PE=1 SV=2	OTHER	1.000050	0.000000	
sp|P61764|STXB1_HUMAN Syntaxin-binding protein 1 OS=Homo sapiens OX=9606 GN=STXBP1 PE=1 SV=1	OTHER	1.000075	0.000000	
sp|Q8IUW5|RELL1_HUMAN RELT-like protein 1 OS=Homo sapiens OX=9606 GN=RELL1 PE=1 SV=1	SP	0.305871	0.694122	CS pos: 25-26. Pr: 0.4954
tr|Q5SVJ7|Q5SVJ7_HUMAN Calcium-activated potassium channel subunit alpha-1 OS=Homo sapiens OX=9606 GN=KCNMA1 PE=1 SV=2	OTHER	1.000078	0.000000	
sp|O15018|PDZD2_HUMAN PDZ domain-containing protein 2 OS=Homo sapiens OX=9606 GN=PDZD2 PE=1 SV=4	OTHER	1.000065	0.000000	
sp|Q9HC38|GLOD4_HUMAN Glyoxalase domain-containing protein 4 OS=Homo sapiens OX=9606 GN=GLOD4 PE=1 SV=1	OTHER	1.000043	0.000000	
sp|O95817|BAG3_HUMAN BAG family molecular chaperone regulator 3 OS=Homo sapiens OX=9606 GN=BAG3 PE=1 SV=3	OTHER	1.000038	0.000001	
sp|P17568|NDUB7_HUMAN NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 7 OS=Homo sapiens OX=9606 GN=NDUFB7 PE=1 SV=4	OTHER	1.000048	0.000000	
tr|F8WCM8|F8WCM8_HUMAN Ephrin type-B receptor 6 OS=Homo sapiens OX=9606 GN=EPHB6 PE=1 SV=2	SP	0.314197	0.685800	CS pos: 31-32. Pr: 0.6540
tr|H3BN10|H3BN10_HUMAN Proline-rich transmembrane protein 2 (Fragment) OS=Homo sapiens OX=9606 GN=PRRT2 PE=4 SV=2	OTHER	1.000059	0.000000	
tr|B5ME97|B5ME97_HUMAN Septin 10, isoform CRA_c OS=Homo sapiens OX=9606 GN=SEPTIN10 PE=1 SV=2	OTHER	0.999999	0.000036	
tr|H7C1W2|H7C1W2_HUMAN Isocitrate dehydrogenase [NAD] subunit gamma, mitochondrial (Fragment) OS=Homo sapiens OX=9606 GN=IDH3G PE=1 SV=1	OTHER	1.000075	0.000000	
sp|Q2Y0W8|S4A8_HUMAN Electroneutral sodium bicarbonate exchanger 1 OS=Homo sapiens OX=9606 GN=SLC4A8 PE=1 SV=1	OTHER	1.000066	0.000001	
sp|O95741|CPNE6_HUMAN Copine-6 OS=Homo sapiens OX=9606 GN=CPNE6 PE=1 SV=3	OTHER	1.000067	0.000000	
sp|O14745|NHRF1_HUMAN Na(+)/H(+) exchange regulatory cofactor NHE-RF1 OS=Homo sapiens OX=9606 GN=SLC9A3R1 PE=1 SV=4	OTHER	1.000054	0.000000	
sp|Q9Y4W6|AFG32_HUMAN AFG3-like protein 2 OS=Homo sapiens OX=9606 GN=AFG3L2 PE=1 SV=2	OTHER	1.000056	0.000000	
sp|O14617|AP3D1_HUMAN AP-3 complex subunit delta-1 OS=Homo sapiens OX=9606 GN=AP3D1 PE=1 SV=1	OTHER	1.000073	0.000000	
sp|Q02543|RL18A_HUMAN 60S ribosomal protein L18a OS=Homo sapiens OX=9606 GN=RPL18A PE=1 SV=2	OTHER	1.000060	0.000000	
sp|P12532|KCRU_HUMAN Creatine kinase U-type, mitochondrial OS=Homo sapiens OX=9606 GN=CKMT1A PE=1 SV=1	OTHER	0.653357	0.346645	
sp|Q4KMQ2|ANO6_HUMAN Anoctamin-6 OS=Homo sapiens OX=9606 GN=ANO6 PE=1 SV=2	OTHER	1.000064	0.000001	
sp|P10909|CLUS_HUMAN Clusterin OS=Homo sapiens OX=9606 GN=CLU PE=1 SV=1	SP	0.000226	0.999734	CS pos: 22-23. Pr: 0.9558
tr|A0A0C4DGQ5|A0A0C4DGQ5_HUMAN Calpain small subunit 1 OS=Homo sapiens OX=9606 GN=CAPNS1 PE=1 SV=1	OTHER	0.992141	0.007862	
sp|P48147|PPCE_HUMAN Prolyl endopeptidase OS=Homo sapiens OX=9606 GN=PREP PE=1 SV=2	OTHER	1.000084	0.000000	
sp|P32418|NAC1_HUMAN Sodium/calcium exchanger 1 OS=Homo sapiens OX=9606 GN=SLC8A1 PE=1 SV=3	SP	0.000677	0.999306	CS pos: 35-36. Pr: 0.9574
sp|Q9UPY8|MARE3_HUMAN Microtubule-associated protein RP/EB family member 3 OS=Homo sapiens OX=9606 GN=MAPRE3 PE=1 SV=1	OTHER	1.000058	0.000000	
sp|Q96SB3|NEB2_HUMAN Neurabin-2 OS=Homo sapiens OX=9606 GN=PPP1R9B PE=1 SV=3	OTHER	1.000044	0.000004	
sp|P21291|CSRP1_HUMAN Cysteine and glycine-rich protein 1 OS=Homo sapiens OX=9606 GN=CSRP1 PE=1 SV=3	OTHER	1.000064	0.000000	
sp|O15488|GLYG2_HUMAN Glycogenin-2 OS=Homo sapiens OX=9606 GN=GYG2 PE=1 SV=2	OTHER	1.000059	0.000002	
sp|P16070|CD44_HUMAN CD44 antigen OS=Homo sapiens OX=9606 GN=CD44 PE=1 SV=3	SP	0.000235	0.999757	CS pos: 20-21. Pr: 0.9788
sp|P06703|S10A6_HUMAN Protein S100-A6 OS=Homo sapiens OX=9606 GN=S100A6 PE=1 SV=1	OTHER	1.000060	0.000000	
sp|P46777|RL5_HUMAN 60S ribosomal protein L5 OS=Homo sapiens OX=9606 GN=RPL5 PE=1 SV=3	OTHER	1.000047	0.000000	
sp|O00429|DNM1L_HUMAN Dynamin-1-like protein OS=Homo sapiens OX=9606 GN=DNM1L PE=1 SV=2	OTHER	1.000043	0.000000	
sp|Q8NF91|SYNE1_HUMAN Nesprin-1 OS=Homo sapiens OX=9606 GN=SYNE1 PE=1 SV=4	OTHER	1.000035	0.000001	
sp|P48507|GSH0_HUMAN Glutamate--cysteine ligase regulatory subunit OS=Homo sapiens OX=9606 GN=GCLM PE=1 SV=1	OTHER	1.000052	0.000000	
sp|P99999|CYC_HUMAN Cytochrome c OS=Homo sapiens OX=9606 GN=CYCS PE=1 SV=2	OTHER	1.000056	0.000000	
tr|H3BTU6|H3BTU6_HUMAN Coronin (Fragment) OS=Homo sapiens OX=9606 GN=CORO1A PE=1 SV=1	OTHER	1.000042	0.000004	
tr|A0A075B7B1|A0A075B7B1_HUMAN Desmuslin, isoform CRA_a OS=Homo sapiens OX=9606 GN=SYNM PE=1 SV=1	OTHER	1.000062	0.000000	
sp|Q9UBX3|DIC_HUMAN Mitochondrial dicarboxylate carrier OS=Homo sapiens OX=9606 GN=SLC25A10 PE=1 SV=2	OTHER	0.993780	0.006241	
sp|Q13228|SBP1_HUMAN Methanethiol oxidase OS=Homo sapiens OX=9606 GN=SELENBP1 PE=1 SV=2	OTHER	1.000054	0.000000	
sp|Q14160|SCRIB_HUMAN Protein scribble homolog OS=Homo sapiens OX=9606 GN=SCRIB PE=1 SV=5	OTHER	1.000067	0.000000	
tr|E9PFW3|E9PFW3_HUMAN AP-2 complex subunit mu OS=Homo sapiens OX=9606 GN=AP2M1 PE=1 SV=1	OTHER	1.000060	0.000002	
sp|P14209|CD99_HUMAN CD99 antigen OS=Homo sapiens OX=9606 GN=CD99 PE=1 SV=1	SP	0.000204	0.999773	CS pos: 20-21. Pr: 0.9816
sp|P41240|CSK_HUMAN Tyrosine-protein kinase CSK OS=Homo sapiens OX=9606 GN=CSK PE=1 SV=1	OTHER	1.000062	0.000000	
sp|P51116|FXR2_HUMAN Fragile X mental retardation syndrome-related protein 2 OS=Homo sapiens OX=9606 GN=FXR2 PE=1 SV=2	OTHER	1.000054	0.000001	
sp|Q96CW1|AP2M1_HUMAN AP-2 complex subunit mu OS=Homo sapiens OX=9606 GN=AP2M1 PE=1 SV=2	OTHER	1.000045	0.000002	
