Entry	Topological domain	Transmembrane
P20292	TOPO_DOM 1..8;  /note="Lumenal";  /evidence="ECO:0000269|PubMed:17600184"; TOPO_DOM 31..52;  /note="Cytoplasmic";  /evidence="ECO:0000269|PubMed:17600184"; TOPO_DOM 78..80;  /note="Lumenal";  /evidence="ECO:0000269|PubMed:17600184"; TOPO_DOM 103..107;  /note="Cytoplasmic";  /evidence="ECO:0000269|PubMed:17600184"; TOPO_DOM 129..161;  /note="Lumenal";  /evidence="ECO:0000269|PubMed:17600184"	TRANSMEM 9..30;  /note="Helical"; TRANSMEM 53..77;  /note="Helical"; TRANSMEM 81..102;  /note="Helical"; TRANSMEM 116..128;  /note="Helical"
Q60I27		
P51826		
Q9UKF5	TOPO_DOM 194..674;  /note="Extracellular";  /evidence="ECO:0000255"; TOPO_DOM 696..820;  /note="Cytoplasmic";  /evidence="ECO:0000255"	TRANSMEM 675..695;  /note="Helical";  /evidence="ECO:0000255"
Q9H9S4		
Q8TD30		
P40145	TOPO_DOM 1..182;  /note="Cytoplasmic";  /evidence="ECO:0000255"; TOPO_DOM 342..715;  /note="Cytoplasmic";  /evidence="ECO:0000255"; TOPO_DOM 915..1251;  /note="Cytoplasmic";  /evidence="ECO:0000255"	TRANSMEM 183..203;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 212..232;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 247..267;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 274..294;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 296..316;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 321..341;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 716..736;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 738..758;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 787..807;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 831..851;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 861..881;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 894..914;  /note="Helical";  /evidence="ECO:0000255"
P24298		
Q8WTP8		
P84996		
Q6UXC1	TOPO_DOM 23..1151;  /note="Extracellular";  /evidence="ECO:0000255"; TOPO_DOM 1173..1216;  /note="Cytoplasmic";  /evidence="ECO:0000255"	TRANSMEM 1152..1172;  /note="Helical";  /evidence="ECO:0000255"
Q8NDL9		
Q96MC4		
Q8N350	TOPO_DOM 1..45;  /note="Extracellular";  /evidence="ECO:0000250|UniProtKB:Q66L44"; TOPO_DOM 67..705;  /note="Cytoplasmic";  /evidence="ECO:0000250|UniProtKB:Q66L44"	TRANSMEM 46..66;  /note="Helical; Signal-anchor for type III membrane protein";  /evidence="ECO:0000255"
Q96EY9		
Q6PK04		
O00555	TOPO_DOM 1..98;  /note="Cytoplasmic";  /evidence="ECO:0000255"; TOPO_DOM 118..135;  /note="Extracellular";  /evidence="ECO:0000255"; TOPO_DOM 156..167;  /note="Cytoplasmic";  /evidence="ECO:0000255"; TOPO_DOM 186..190;  /note="Extracellular";  /evidence="ECO:0000255"; TOPO_DOM 210..228;  /note="Cytoplasmic";  /evidence="ECO:0000255"; TOPO_DOM 249..335;  /note="Extracellular";  /evidence="ECO:0000255"; TOPO_DOM 361..486;  /note="Cytoplasmic";  /evidence="ECO:0000255"; TOPO_DOM 506..520;  /note="Extracellular";  /evidence="ECO:0000255"; TOPO_DOM 541..548;  /note="Cytoplasmic";  /evidence="ECO:0000255"; TOPO_DOM 568..577;  /note="Extracellular";  /evidence="ECO:0000255"; TOPO_DOM 597..615;  /note="Cytoplasmic";  /evidence="ECO:0000255"; TOPO_DOM 636..688;  /note="Extracellular";  /evidence="ECO:0000255"; TOPO_DOM 714..1241;  /note="Cytoplasmic";  /evidence="ECO:0000255"; TOPO_DOM 1261..1276;  /note="Extracellular";  /evidence="ECO:0000255"; TOPO_DOM 1297..1308;  /note="Cytoplasmic";  /evidence="ECO:0000255"; TOPO_DOM 1328..1338;  /note="Extracellular";  /evidence="ECO:0000255"; TOPO_DOM 1358..1376;  /note="Cytoplasmic";  /evidence="ECO:0000255"; TOPO_DOM 1397..1483;  /note="Extracellular";  /evidence="ECO:0000255"; TOPO_DOM 1509..1563;  /note="Cytoplasmic";  /evidence="ECO:0000255"; TOPO_DOM 1593..1597;  /note="Extracellular";  /evidence="ECO:0000255"; TOPO_DOM 1618..1625;  /note="Cytoplasmic";  /evidence="ECO:0000255"; TOPO_DOM 1645..1651;  /note="Extracellular";  /evidence="ECO:0000255"; TOPO_DOM 1671..1689;  /note="Cytoplasmic";  /evidence="ECO:0000255"; TOPO_DOM 1710..1781;  /note="Extracellular";  /evidence="ECO:0000255"; TOPO_DOM 1807..2506;  /note="Cytoplasmic";  /evidence="ECO:0000255"	TRANSMEM 99..117;  /note="Helical; Name=S1 of repeat I";  /evidence="ECO:0000255"; TRANSMEM 136..155;  /note="Helical; Name=S2 of repeat I";  /evidence="ECO:0000255"; TRANSMEM 168..185;  /note="Helical; Name=S3 of repeat I";  /evidence="ECO:0000255"; TRANSMEM 191..209;  /note="Helical; Name=S4 of repeat I";  /evidence="ECO:0000255"; TRANSMEM 229..248;  /note="Helical; Name=S5 of repeat I";  /evidence="ECO:0000255"; TRANSMEM 336..360;  /note="Helical; Name=S6 of repeat I";  /evidence="ECO:0000255"; TRANSMEM 487..505;  /note="Helical; Name=S1 of repeat II";  /evidence="ECO:0000255"; TRANSMEM 521..540;  /note="Helical; Name=S2 of repeat II";  /evidence="ECO:0000255"; TRANSMEM 549..567;  /note="Helical; Name=S3 of repeat II";  /evidence="ECO:0000255"; TRANSMEM 578..596;  /note="Helical; Name=S4 of repeat II";  /evidence="ECO:0000255"; TRANSMEM 616..635;  /note="Helical; Name=S5 of repeat II";  /evidence="ECO:0000255"; TRANSMEM 689..713;  /note="Helical; Name=S6 of repeat II";  /evidence="ECO:0000255"; TRANSMEM 1242..1260;  /note="Helical; Name=S1 of repeat III";  /evidence="ECO:0000255"; TRANSMEM 1277..1296;  /note="Helical; Name=S2 of repeat III";  /evidence="ECO:0000255"; TRANSMEM 1309..1327;  /note="Helical; Name=S3 of repeat III";  /evidence="ECO:0000255"; TRANSMEM 1339..1357;  /note="Helical; Name=S4 of repeat III";  /evidence="ECO:0000255"; TRANSMEM 1377..1396;  /note="Helical; Name=S5 of repeat III";  /evidence="ECO:0000255"; TRANSMEM 1484..1508;  /note="Helical; Name=S6 of repeat III";  /evidence="ECO:0000255"; TRANSMEM 1564..1592;  /note="Helical; Name=S1 of repeat IV";  /evidence="ECO:0000255"; TRANSMEM 1598..1617;  /note="Helical; Name=S2 of repeat IV";  /evidence="ECO:0000255"; TRANSMEM 1626..1644;  /note="Helical; Name=S3 of repeat IV";  /evidence="ECO:0000255"; TRANSMEM 1652..1670;  /note="Helical; Name=S4 of repeat IV";  /evidence="ECO:0000255"; TRANSMEM 1690..1709;  /note="Helical; Name=S5 of repeat IV";  /evidence="ECO:0000255"; TRANSMEM 1782..1806;  /note="Helical; Name=S6 of repeat IV";  /evidence="ECO:0000255"
P14621		
P49069	TOPO_DOM 1..189;  /note="Cytoplasmic";  /evidence="ECO:0000305|PubMed:31417168"; TOPO_DOM 208..212;  /note="Lumenal";  /evidence="ECO:0000305|PubMed:31417168"; TOPO_DOM 232..269;  /note="Cytoplasmic";  /evidence="ECO:0000305|PubMed:31417168"; TOPO_DOM 289..296;  /note="Lumenal";  /evidence="ECO:0000305|PubMed:31417168"	TRANSMEM 190..207;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 213..231;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 270..288;  /note="Helical";  /evidence="ECO:0000255"
Q8N715		
Q7Z4H4		
Q9H2P0		
O60488	TOPO_DOM 29..711;  /note="Cytoplasmic";  /evidence="ECO:0000255"	TRANSMEM 8..28;  /note="Helical; Signal-anchor for type III membrane protein";  /evidence="ECO:0000255"
Q6P461		
Q96P64		
Q9Y2J4		
Q96P47		
P55087	TOPO_DOM 1..36;  /note="Cytoplasmic";  /evidence="ECO:0000269|PubMed:19383790"; TOPO_DOM 58..69;  /note="Extracellular";  /evidence="ECO:0000269|PubMed:19383790"; TOPO_DOM 90..93;  /note="Cytoplasmic";  /evidence="ECO:0000269|PubMed:19383790"; TOPO_DOM 102..115;  /note="Cytoplasmic";  /evidence="ECO:0000269|PubMed:19383790"; TOPO_DOM 137..155;  /note="Extracellular";  /evidence="ECO:0000269|PubMed:19383790"; TOPO_DOM 177..184;  /note="Cytoplasmic";  /evidence="ECO:0000269|PubMed:19383790"; TOPO_DOM 206..208;  /note="Extracellular";  /evidence="ECO:0000269|PubMed:19383790"; TOPO_DOM 223..231;  /note="Extracellular";  /evidence="ECO:0000269|PubMed:19383790"; TOPO_DOM 253..323;  /note="Cytoplasmic";  /evidence="ECO:0000269|PubMed:19383790"	TRANSMEM 37..57;  /note="Helical";  /evidence="ECO:0000269|PubMed:19383790"; TRANSMEM 70..89;  /note="Helical";  /evidence="ECO:0000269|PubMed:19383790"; TRANSMEM 116..136;  /note="Helical";  /evidence="ECO:0000269|PubMed:19383790"; TRANSMEM 156..176;  /note="Helical";  /evidence="ECO:0000269|PubMed:19383790"; TRANSMEM 185..205;  /note="Helical";  /evidence="ECO:0000269|PubMed:19383790"; TRANSMEM 232..252;  /note="Helical";  /evidence="ECO:0000269|PubMed:19383790"
P04003		
P08588	TOPO_DOM 1..55;  /note="Extracellular";  /evidence="ECO:0000250"; TOPO_DOM 85..93;  /note="Cytoplasmic";  /evidence="ECO:0000250"; TOPO_DOM 121..132;  /note="Extracellular";  /evidence="ECO:0000250"; TOPO_DOM 155..172;  /note="Cytoplasmic";  /evidence="ECO:0000250"; TOPO_DOM 197..222;  /note="Extracellular";  /evidence="ECO:0000250"; TOPO_DOM 249..319;  /note="Cytoplasmic";  /evidence="ECO:0000250"; TOPO_DOM 350..354;  /note="Extracellular";  /evidence="ECO:0000250"; TOPO_DOM 378..477;  /note="Cytoplasmic";  /evidence="ECO:0000250"	TRANSMEM 56..84;  /note="Helical; Name=1";  /evidence="ECO:0000250"; TRANSMEM 94..120;  /note="Helical; Name=2";  /evidence="ECO:0000250"; TRANSMEM 133..154;  /note="Helical; Name=3";  /evidence="ECO:0000250"; TRANSMEM 173..196;  /note="Helical; Name=4";  /evidence="ECO:0000250"; TRANSMEM 223..248;  /note="Helical; Name=5";  /evidence="ECO:0000250"; TRANSMEM 320..349;  /note="Helical; Name=6";  /evidence="ECO:0000250"; TRANSMEM 355..377;  /note="Helical; Name=7";  /evidence="ECO:0000250"
Q8IWT0		
Q8IVW6		
P07451		
Q4LE39		
O43315	TOPO_DOM 1..27;  /note="Cytoplasmic";  /evidence="ECO:0000305"; TOPO_DOM 49..54;  /note="Extracellular";  /evidence="ECO:0000305"; TOPO_DOM 76..79;  /note="Cytoplasmic";  /evidence="ECO:0000305"; TOPO_DOM 94..99;  /note="Cytoplasmic";  /evidence="ECO:0000305"; TOPO_DOM 125..158;  /note="Extracellular";  /evidence="ECO:0000305"; TOPO_DOM 180..189;  /note="Cytoplasmic";  /evidence="ECO:0000305"; TOPO_DOM 229..245;  /note="Extracellular";  /evidence="ECO:0000305"; TOPO_DOM 267..295;  /note="Cytoplasmic";  /evidence="ECO:0000305"	TRANSMEM 28..48;  /note="Helical";  /evidence="ECO:0000250|UniProtKB:Q96PS8"; TRANSMEM 55..75;  /note="Helical";  /evidence="ECO:0000250|UniProtKB:Q96PS8"; TRANSMEM 100..124;  /note="Helical";  /evidence="ECO:0000250|UniProtKB:Q96PS8"; TRANSMEM 159..179;  /note="Helical";  /evidence="ECO:0000250|UniProtKB:Q96PS8"; TRANSMEM 190..209;  /note="Helical";  /evidence="ECO:0000250|UniProtKB:Q96PS8"; TRANSMEM 246..266;  /note="Helical";  /evidence="ECO:0000250|UniProtKB:Q96PS8"
O14727		
P05090		
Q96KT6		
Q8WW43		TRANSMEM 5..25;  /note="Helical; Name=1";  /evidence="ECO:0000255"; TRANSMEM 32..52;  /note="Helical; Name=2";  /evidence="ECO:0000255"; TRANSMEM 71..91;  /note="Helical; Name=3";  /evidence="ECO:0000255"; TRANSMEM 115..135;  /note="Helical; Name=4";  /evidence="ECO:0000255"; TRANSMEM 158..178;  /note="Helical; Name=5";  /evidence="ECO:0000255"; TRANSMEM 186..206;  /note="Helical; Name=6";  /evidence="ECO:0000255"; TRANSMEM 213..233;  /note="Helical; Name=7";  /evidence="ECO:0000255"
P01160		
Q96QE3		
P08243		
P54793		
Q6UWY0		
P18440		
P07306	TOPO_DOM 1..40;  /note="Cytoplasmic";  /evidence="ECO:0000305"; TOPO_DOM 62..291;  /note="Extracellular";  /evidence="ECO:0000305"	TRANSMEM 41..61;  /note="Helical; Signal-anchor for type II membrane protein";  /evidence="ECO:0000305"
P22362		
P27540		
Q9BVC5		
Q5SW79		
Q9GZN1		
Q9ULZ3		
P0C7Q2		
Q9H993		
Q8N1L4	TOPO_DOM 1..9;  /note="Cytoplasmic";  /evidence="ECO:0000255"; TOPO_DOM 31..340;  /note="Lumenal";  /evidence="ECO:0000255"	TRANSMEM 10..30;  /note="Helical; Signal-anchor for type II membrane protein";  /evidence="ECO:0000255"
Q8NHY2		
Q9UMD9	TOPO_DOM 1..467;  /note="Cytoplasmic";  /evidence="ECO:0000255"; TOPO_DOM 489..1497;  /note="Extracellular";  /evidence="ECO:0000255"	TRANSMEM 468..488;  /note="Helical; Signal-anchor for type II membrane protein";  /evidence="ECO:0000255"
Q9P2B4		
Q6P5X5		
Q717R9		
P0CF97		
Q6GPI1		
Q6XXX2		
Q96M42		
P40313		
Q9NYP8		
P58513		
P58512		
Q8TCZ7		
P49682	TOPO_DOM 1..53;  /note="Extracellular";  /evidence="ECO:0000255"; TOPO_DOM 81..89;  /note="Cytoplasmic";  /evidence="ECO:0000255"; TOPO_DOM 111..125;  /note="Extracellular";  /evidence="ECO:0000255"; TOPO_DOM 148..169;  /note="Cytoplasmic";  /evidence="ECO:0000255"; TOPO_DOM 190..212;  /note="Extracellular";  /evidence="ECO:0000255"; TOPO_DOM 234..255;  /note="Cytoplasmic";  /evidence="ECO:0000255"; TOPO_DOM 278..298;  /note="Extracellular";  /evidence="ECO:0000255"; TOPO_DOM 322..368;  /note="Cytoplasmic";  /evidence="ECO:0000255"	TRANSMEM 54..80;  /note="Helical; Name=1";  /evidence="ECO:0000255"; TRANSMEM 90..110;  /note="Helical; Name=2";  /evidence="ECO:0000255"; TRANSMEM 126..147;  /note="Helical; Name=3";  /evidence="ECO:0000255"; TRANSMEM 170..189;  /note="Helical; Name=4";  /evidence="ECO:0000255"; TRANSMEM 213..233;  /note="Helical; Name=5";  /evidence="ECO:0000255"; TRANSMEM 256..277;  /note="Helical; Name=6";  /evidence="ECO:0000255"; TRANSMEM 299..321;  /note="Helical; Name=7";  /evidence="ECO:0000255"
P59036		
Q5JX71	TOPO_DOM 20..52;  /note="Extracellular";  /evidence="ECO:0000255"; TOPO_DOM 74..171;  /note="Cytoplasmic";  /evidence="ECO:0000255"	TRANSMEM 53..73;  /note="Helical";  /evidence="ECO:0000255"
Q6ZRH7	TOPO_DOM 36..1065;  /note="Extracellular";  /evidence="ECO:0000250|UniProtKB:C6KI89"; TOPO_DOM 1088..1159;  /note="Cytoplasmic";  /evidence="ECO:0000250|UniProtKB:C6KI89"	TRANSMEM 1066..1087;  /note="Helical";  /evidence="ECO:0000250|UniProtKB:C6KI89"
Q9NTU4		
Q96ND0		TRANSMEM 136..156;  /note="Helical";  /evidence="ECO:0000255"
A0A1W2PQ73		
Q96CN4		
P50548		
Q14264		
Q5U5X8		
Q01844		
A6NKX1		
O43768		
F5H4B4		
Q96M60		
Q8IV48		
Q86W67		
Q86VI1		
P0C875		
Q2M3D2		
A8K979		
H3BQW9		
Q17RC7		
Q86US8		
Q4G0N7		
O43414		
P0DMU3		
Q9H0X4	TOPO_DOM 1..49;  /note="Cytoplasmic";  /evidence="ECO:0000255"; TOPO_DOM 71..552;  /note="Extracellular";  /evidence="ECO:0000255"	TRANSMEM 50..70;  /note="Helical; Signal-anchor for type II membrane protein";  /evidence="ECO:0000255"
Q5W0A0		
Q86X53		
A1L162		
Q9Y5B0		
Q5RHP9		
Q8WVB6		
Q92905		
P23141		
Q96D05		TRANSMEM 92..112;  /note="Helical";  /evidence="ECO:0000255"
B9A014		
A0A494C0Y3		
A0A494C0N9		
Q7L0X2		
P0DSO1		
O76042		
P61579		
P16118		
O60825		
Q96DZ1		
Q9H0S4		
Q5RGS3		TRANSMEM 89..109;  /note="Helical";  /evidence="ECO:0000255"
Q9Y2R4		
P60509		TRANSMEM 452..472;  /note="Helical";  /evidence="ECO:0000255"
P10768		
P04626	TOPO_DOM 23..652;  /note="Extracellular";  /evidence="ECO:0000255"; TOPO_DOM 676..1255;  /note="Cytoplasmic";  /evidence="ECO:0000255"	TRANSMEM 653..675;  /note="Helical";  /evidence="ECO:0000255"
Q8N693		
P21860	TOPO_DOM 20..643;  /note="Extracellular";  /evidence="ECO:0000255"; TOPO_DOM 665..1342;  /note="Cytoplasmic";  /evidence="ECO:0000255"	TRANSMEM 644..664;  /note="Helical";  /evidence="ECO:0000255"
Q15303	TOPO_DOM 26..651;  /note="Extracellular";  /evidence="ECO:0000255"; TOPO_DOM 676..1308;  /note="Cytoplasmic";  /evidence="ECO:0000255"	TRANSMEM 652..675;  /note="Helical";  /evidence="ECO:0000255"
Q96RT1		
Q9NPA8		
Q5NDL2		
Q8TE69		
Q96DE9		
O95936		
Q9BSJ8	TOPO_DOM 1..38;  /note="Cytoplasmic";  /evidence="ECO:0000255"; TOPO_DOM 60..62;  /note="Lumenal";  /evidence="ECO:0000255"; TOPO_DOM 84..1104;  /note="Cytoplasmic";  /evidence="ECO:0000255"	TRANSMEM 39..59;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 63..83;  /note="Helical";  /evidence="ECO:0000255"
A0FGR8	TOPO_DOM 1..103;  /note="Cytoplasmic";  /evidence="ECO:0000255"; TOPO_DOM 125..127;  /note="Lumenal";  /evidence="ECO:0000255"; TOPO_DOM 149..921;  /note="Cytoplasmic";  /evidence="ECO:0000255"	TRANSMEM 104..124;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 128..148;  /note="Helical";  /evidence="ECO:0000255"
A0FGR9	TOPO_DOM 1..29;  /note="Cytoplasmic";  /evidence="ECO:0000255"; TOPO_DOM 72..886;  /note="Cytoplasmic";  /evidence="ECO:0000255"	TRANSMEM 30..50;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 51..71;  /note="Helical";  /evidence="ECO:0000255"
Q9UBC2		
B3EWF7		
Q09472		
Q14507		
P56851		
Q96L91		
A6NDY0		
Q14236		
Q99814		
P11171		
P16452		
Q9H2F5		
Q52LR7		
P16422	TOPO_DOM 24..265;  /note="Extracellular";  /evidence="ECO:0000255"; TOPO_DOM 289..314;  /note="Cytoplasmic";  /evidence="ECO:0000255"	TRANSMEM 266..288;  /note="Helical";  /evidence="ECO:0000255"
Q9UNN8	TOPO_DOM 18..210;  /note="Extracellular";  /evidence="ECO:0000255"; TOPO_DOM 232..238;  /note="Cytoplasmic";  /evidence="ECO:0000255"	TRANSMEM 211..231;  /note="Helical";  /evidence="ECO:0000255"
Q9UM22		
Q9HCE0		
Q6UW88	TOPO_DOM 23..110;  /note="Extracellular";  /evidence="ECO:0000255"; TOPO_DOM 132..154;  /note="Cytoplasmic";  /evidence="ECO:0000255"	TRANSMEM 111..131;  /note="Helical";  /evidence="ECO:0000255"
P21709	TOPO_DOM 26..547;  /note="Extracellular";  /evidence="ECO:0000255"; TOPO_DOM 569..976;  /note="Cytoplasmic";  /evidence="ECO:0000255"	TRANSMEM 548..568;  /note="Helical";  /evidence="ECO:0000255"
P12319	TOPO_DOM 26..205;  /note="Extracellular";  /evidence="ECO:0000255"; TOPO_DOM 225..257;  /note="Cytoplasmic";  /evidence="ECO:0000255"	TRANSMEM 206..224;  /note="Helical";  /evidence="ECO:0000255"
Q9HCM7		
Q01362	TOPO_DOM 1..59;  /note="Cytoplasmic";  /evidence="ECO:0000255"; TOPO_DOM 80..97;  /note="Extracellular";  /evidence="ECO:0000255"; TOPO_DOM 118..130;  /note="Cytoplasmic";  /evidence="ECO:0000255"; TOPO_DOM 151..180;  /note="Extracellular";  /evidence="ECO:0000255"; TOPO_DOM 201..244;  /note="Cytoplasmic";  /evidence="ECO:0000255"	TRANSMEM 60..79;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 98..117;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 131..150;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 181..200;  /note="Helical";  /evidence="ECO:0000255"
P26196		
Q6NSW5		
Q92564		
P51397		
Q5H9S7		TRANSMEM 186..206;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 222..242;  /note="Helical";  /evidence="ECO:0000255"
Q8WV16		
Q8TF63		
P53355		
O94929		
Q99424		
P43681	TOPO_DOM 29..242;  /note="Extracellular";  /evidence="ECO:0000255"; TOPO_DOM 331..600;  /note="Cytoplasmic";  /evidence="ECO:0000255"	TRANSMEM 243..267;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 275..293;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 309..330;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 601..619;  /note="Helical";  /evidence="ECO:0000255"
Q05901	TOPO_DOM 25..232;  /note="Extracellular";  /evidence="ECO:0000255"; TOPO_DOM 321..428;  /note="Cytoplasmic";  /evidence="ECO:0000255"	TRANSMEM 233..257;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 265..282;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 299..320;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 429..447;  /note="Helical";  /evidence="ECO:0000255"
P0DKL9		
Q07001	TOPO_DOM 22..245;  /note="Extracellular";  /evidence="ECO:0000255"; TOPO_DOM 334..471;  /note="Cytoplasmic";  /evidence="ECO:0000255"	TRANSMEM 246..270;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 278..299;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 312..333;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 472..490;  /note="Helical";  /evidence="ECO:0000255"
Q5JWF8		
Q8NFU1	TOPO_DOM 1..25;  /note="Cytoplasmic";  /evidence="ECO:0000255"; TOPO_DOM 47..70;  /note="Extracellular";  /evidence="ECO:0000255"; TOPO_DOM 92..178;  /note="Cytoplasmic";  /evidence="ECO:0000255"; TOPO_DOM 200..228;  /note="Extracellular";  /evidence="ECO:0000255"; TOPO_DOM 250..270;  /note="Extracellular";  /evidence="ECO:0000255"; TOPO_DOM 292..509;  /note="Cytoplasmic";  /evidence="ECO:0000255"	TRANSMEM 26..46;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 71..91;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 179..199;  /note="Helical";  /evidence="ECO:0000255"; TRANSMEM 271..291;  /note="Helical";  /evidence="ECO:0000255"
Q8NE71		
Q9UG63		
Q9Y6E2		
Q76B58		
Q969T7		
Q9H172	TOPO_DOM 1..393;  /note="Cytoplasmic";  /evidence="ECO:0000255"; TOPO_DOM 415..425;  /note="Extracellular";  /evidence="ECO:0000255"; TOPO_DOM 447..472;  /note="Cytoplasmic";  /evidence="ECO:0000255"; TOPO_DOM 494..503;  /note="Extracellular";  /evidence="ECO:0000255"; TOPO_DOM 525..532;  /note="Cytoplasmic";  /evidence="ECO:0000255"; TOPO_DOM 554..617;  /note="Extracellular";  /evidence="ECO:0000255"; TOPO_DOM 639..646;  /note="Cytoplasmic";  /evidence="ECO:0000255"	TRANSMEM 394..414;  /note="Helical; Name=1";  /evidence="ECO:0000255"; TRANSMEM 426..446;  /note="Helical; Name=2";  /evidence="ECO:0000255"; TRANSMEM 473..493;  /note="Helical; Name=3";  /evidence="ECO:0000255"; TRANSMEM 504..524;  /note="Helical; Name=4";  /evidence="ECO:0000255"; TRANSMEM 533..553;  /note="Helical; Name=5";  /evidence="ECO:0000255"; TRANSMEM 618..638;  /note="Helical; Name=6";  /evidence="ECO:0000255"
Q9NUN7	TOPO_DOM 1..33;  /note="Cytoplasmic";  /evidence="ECO:0000269|PubMed:30575723"; TOPO_DOM 56..61;  /note="Lumenal";  /evidence="ECO:0000269|PubMed:30575723"; TOPO_DOM 83..87;  /note="Cytoplasmic";  /evidence="ECO:0000269|PubMed:30575723"; TOPO_DOM 109..118;  /note="Lumenal";  /evidence="ECO:0000269|PubMed:30575723"; TOPO_DOM 140..141;  /note="Cytoplasmic";  /evidence="ECO:0000269|PubMed:30575723"; TOPO_DOM 163..173;  /note="Lumenal";  /evidence="ECO:0000269|PubMed:30575723"; TOPO_DOM 195..215;  /note="Cytoplasmic";  /evidence="ECO:0000269|PubMed:30575723"; TOPO_DOM 237..267;  /note="Lumenal";  /evidence="ECO:0000269|PubMed:30575723"	TRANSMEM 34..55;  /note="Helical";  /evidence="ECO:0000269|PubMed:30575723"; TRANSMEM 62..82;  /note="Helical";  /evidence="ECO:0000269|PubMed:30575723"; TRANSMEM 88..108;  /note="Helical";  /evidence="ECO:0000269|PubMed:30575723"; TRANSMEM 119..139;  /note="Helical";  /evidence="ECO:0000269|PubMed:30575723"; TRANSMEM 142..162;  /note="Helical";  /evidence="ECO:0000269|PubMed:30575723"; TRANSMEM 174..194;  /note="Helical";  /evidence="ECO:0000269|PubMed:30575723"; TRANSMEM 216..236;  /note="Helical";  /evidence="ECO:0000269|PubMed:30575723"
P54619		
Q9UGJ0		
Q10588		
Q9H3F6		
Q9BRD0		
P15056		
P46663	TOPO_DOM 1..40;  /note="Extracellular";  /evidence="ECO:0000255"; TOPO_DOM 65..73;  /note="Cytoplasmic";  /evidence="ECO:0000255"; TOPO_DOM 99..111;  /note="Extracellular";  /evidence="ECO:0000255"; TOPO_DOM 134..155;  /note="Cytoplasmic";  /evidence="ECO:0000255"; TOPO_DOM 179..199;  /note="Extracellular";  /evidence="ECO:0000255"; TOPO_DOM 227..247;  /note="Cytoplasmic";  /evidence="ECO:0000255"; TOPO_DOM 273..291;  /note="Extracellular";  /evidence="ECO:0000255"; TOPO_DOM 315..353;  /note="Cytoplasmic";  /evidence="ECO:0000255"	TRANSMEM 41..64;  /note="Helical; Name=1";  /evidence="ECO:0000255"; TRANSMEM 74..98;  /note="Helical; Name=2";  /evidence="ECO:0000255"; TRANSMEM 112..133;  /note="Helical; Name=3";  /evidence="ECO:0000255"; TRANSMEM 156..178;  /note="Helical; Name=4";  /evidence="ECO:0000255"; TRANSMEM 200..226;  /note="Helical; Name=5";  /evidence="ECO:0000255"; TRANSMEM 248..272;  /note="Helical; Name=6";  /evidence="ECO:0000255"; TRANSMEM 292..314;  /note="Helical; Name=7";  /evidence="ECO:0000255"
