ID	Location	Membrane	Nucleus	Cytoplasm	Extracellular	Mitochondrion	Cell_membrane	Endoplasmic_reticulum	Plastid	Golgi_apparatus	Lysosome/Vacuole	Peroxisome
sp|Q3L8U1|CHD9_HUMAN Chromodomain-helicase-DNA-binding protein 9 OS=Homo sapiens OX=9606 GN=CHD9 PE=1 SV=2	Nucleus	0.0382	0.6725	0.3255	0.0	0.0	0.0016	0.0001	0.0	0.0002	0.0001	0.0
sp|Q9Y520|PRC2C_HUMAN Protein PRRC2C OS=Homo sapiens OX=9606 GN=PRRC2C PE=1 SV=4	Nucleus	0.0691	0.6752	0.3106	0.0	0.0	0.011	0.0	0.0	0.003	0.0001	0.0
sp|P35555|FBN1_HUMAN Fibrillin-1 OS=Homo sapiens OX=9606 GN=FBN1 PE=1 SV=4	Extracellular	0.0	0.0	0.0001	0.9994	0.0	0.0001	0.0	0.0	0.0	0.0005	0.0
sp|P15924|DESP_HUMAN Desmoplakin OS=Homo sapiens OX=9606 GN=DSP PE=1 SV=3	Cytoplasm	0.0197	0.1064	0.8611	0.0	0.0002	0.0115	0.0012	0.0002	0.0122	0.0067	0.0005
sp|P50851|LRBA_HUMAN Lipopolysaccharide-responsive and beige-like anchor protein OS=Homo sapiens OX=9606 GN=LRBA PE=1 SV=4	Cytoplasm	0.0199	0.0821	0.8617	0.0003	0.0005	0.0115	0.0041	0.0001	0.0159	0.0227	0.0011
sp|Q86YZ3|HORN_HUMAN Hornerin OS=Homo sapiens OX=9606 GN=HRNR PE=1 SV=2	Cytoplasm	0.028	0.3443	0.5109	0.0997	0.0003	0.0359	0.0001	0.0	0.0003	0.0087	0.0
sp|Q7Z7M0|MEGF8_HUMAN Multiple epidermal growth factor-like domains protein 8 OS=Homo sapiens OX=9606 GN=MEGF8 PE=1 SV=2	Cell_membrane	0.8234	0.0002	0.0	0.1979	0.0	0.7727	0.0221	0.0	0.0048	0.0022	0.0
sp|P25054|APC_HUMAN Adenomatous polyposis coli protein OS=Homo sapiens OX=9606 GN=APC PE=1 SV=2	Cytoplasm	0.0338	0.0801	0.8834	0.0001	0.0	0.0296	0.0006	0.0	0.0035	0.0025	0.0002
sp|O15018|PDZD2_HUMAN PDZ domain-containing protein 2 OS=Homo sapiens OX=9606 GN=PDZD2 PE=1 SV=4	Cytoplasm	0.036	0.1391	0.8306	0.0006	0.0	0.027	0.0002	0.0001	0.0007	0.0006	0.0011
sp|P21359|NF1_HUMAN Neurofibromin OS=Homo sapiens OX=9606 GN=NF1 PE=1 SV=2	Cytoplasm	0.0256	0.2826	0.7005	0.0001	0.0001	0.0109	0.0007	0.0	0.0026	0.0017	0.0008
sp|Q9NR99|MXRA5_HUMAN Matrix-remodeling-associated protein 5 OS=Homo sapiens OX=9606 GN=MXRA5 PE=1 SV=3	Extracellular	0.1009	0.0151	0.0149	0.7791	0.005	0.1292	0.0428	0.0002	0.0072	0.0065	0.0001
sp|Q12802|AKP13_HUMAN A-kinase anchor protein 13 OS=Homo sapiens OX=9606 GN=AKAP13 PE=1 SV=2	Cytoplasm	0.0212	0.1262	0.8553	0.0001	0.0001	0.0129	0.0004	0.0002	0.0024	0.0022	0.0004
sp|P04275|VWF_HUMAN von Willebrand factor OS=Homo sapiens OX=9606 GN=VWF PE=1 SV=4	Extracellular	0.0	0.0	0.0	0.9998	0.0	0.0	0.0001	0.0	0.0	0.0001	0.0
sp|Q6KC79|NIPBL_HUMAN Nipped-B-like protein OS=Homo sapiens OX=9606 GN=NIPBL PE=1 SV=2	Nucleus	0.0358	0.6846	0.3099	0.0	0.0	0.0042	0.0002	0.0	0.0008	0.0001	0.0
sp|O95071|UBR5_HUMAN E3 ubiquitin-protein ligase UBR5 OS=Homo sapiens OX=9606 GN=UBR5 PE=1 SV=2	Cytoplasm	0.0274	0.3795	0.6044	0.0001	0.0001	0.0127	0.0003	0.0001	0.001	0.0009	0.0009
sp|Q9NT68|TEN2_HUMAN Teneurin-2 OS=Homo sapiens OX=9606 GN=TENM2 PE=1 SV=3	Cell_membrane	0.661	0.0774	0.1335	0.0198	0.0265	0.5386	0.0398	0.0019	0.0742	0.0795	0.0089
sp|Q6N022|TEN4_HUMAN Teneurin-4 OS=Homo sapiens OX=9606 GN=TENM4 PE=1 SV=2	Cell_membrane	0.4626	0.0775	0.2259	0.0123	0.0009	0.4949	0.031	0.0001	0.0171	0.1308	0.0095
sp|Q14643|ITPR1_HUMAN Inositol 1,4,5-trisphosphate receptor type 1 OS=Homo sapiens OX=9606 GN=ITPR1 PE=1 SV=3	Cell_membrane	0.894	0.0218	0.0082	0.0	0.0119	0.3934	0.3689	0.0006	0.0819	0.1105	0.0027
sp|Q9UQ35|SRRM2_HUMAN Serine/arginine repetitive matrix protein 2 OS=Homo sapiens OX=9606 GN=SRRM2 PE=1 SV=2	Nucleus	0.0808	0.9919	0.0079	0.0	0.0	0.0002	0.0	0.0	0.0	0.0	0.0
sp|Q9UKZ4|TEN1_HUMAN Teneurin-1 OS=Homo sapiens OX=9606 GN=TENM1 PE=1 SV=2	Cell_membrane	0.276	0.204	0.2952	0.0048	0.0005	0.3422	0.0075	0.0003	0.0039	0.1374	0.0042
sp|Q14315|FLNC_HUMAN Filamin-C OS=Homo sapiens OX=9606 GN=FLNC PE=1 SV=3	Cytoplasm	0.0229	0.0826	0.852	0.0073	0.0006	0.0202	0.0018	0.0006	0.0009	0.0096	0.0245
sp|Q14571|ITPR2_HUMAN Inositol 1,4,5-trisphosphate receptor type 2 OS=Homo sapiens OX=9606 GN=ITPR2 PE=1 SV=2	Cell_membrane	0.9484	0.0021	0.0002	0.0	0.002	0.4068	0.3896	0.0	0.0809	0.1178	0.0005
sp|Q9P273|TEN3_HUMAN Teneurin-3 OS=Homo sapiens OX=9606 GN=TENM3 PE=1 SV=3	Cell_membrane	0.5555	0.105	0.1337	0.0119	0.0027	0.5224	0.0623	0.0003	0.0591	0.0942	0.0085
sp|Q14573|ITPR3_HUMAN Inositol 1,4,5-trisphosphate receptor type 3 OS=Homo sapiens OX=9606 GN=ITPR3 PE=1 SV=2	Endoplasmic_reticulum	0.942	0.0037	0.0009	0.0	0.0027	0.3278	0.439	0.0001	0.1254	0.0997	0.0006
sp|Q92616|GCN1_HUMAN eIF-2-alpha kinase activator GCN1 OS=Homo sapiens OX=9606 GN=GCN1 PE=1 SV=7	Cytoplasm	0.2058	0.1452	0.5753	0.0001	0.0129	0.0882	0.0208	0.0045	0.0381	0.0143	0.1005
sp|Q6UB99|ANR11_HUMAN Ankyrin repeat domain-containing protein 11 OS=Homo sapiens OX=9606 GN=ANKRD11 PE=1 SV=3	Nucleus	0.0721	0.9014	0.0961	0.0	0.0	0.0022	0.0	0.0	0.0001	0.0001	0.0
sp|P21333|FLNA_HUMAN Filamin-A OS=Homo sapiens OX=9606 GN=FLNA PE=1 SV=4	Cytoplasm	0.0295	0.0944	0.855	0.0072	0.001	0.0211	0.0019	0.0009	0.0009	0.0095	0.0081
sp|O15021|MAST4_HUMAN Microtubule-associated serine/threonine-protein kinase 4 OS=Homo sapiens OX=9606 GN=MAST4 PE=1 SV=4	Cytoplasm	0.0222	0.0532	0.9251	0.0001	0.0	0.0205	0.0002	0.0	0.0005	0.0003	0.0001
sp|Q9UPU5|UBP24_HUMAN Ubiquitin carboxyl-terminal hydrolase 24 OS=Homo sapiens OX=9606 GN=USP24 PE=1 SV=3	Cytoplasm	0.0188	0.1165	0.8459	0.0002	0.0002	0.0153	0.0019	0.0001	0.0084	0.0093	0.0022
tr|A0A087X2H1|A0A087X2H1_HUMAN HECT-type E3 ubiquitin transferase OS=Homo sapiens OX=9606 GN=HECTD1 PE=1 SV=2	Cytoplasm	0.0086	0.0508	0.9277	0.0001	0.0001	0.0114	0.0006	0.0001	0.0029	0.005	0.0013
sp|O75179|ANR17_HUMAN Ankyrin repeat domain-containing protein 17 OS=Homo sapiens OX=9606 GN=ANKRD17 PE=1 SV=3	Cytoplasm	0.0213	0.0621	0.9274	0.0001	0.0001	0.0083	0.0002	0.0004	0.0005	0.0005	0.0006
sp|O75369|FLNB_HUMAN Filamin-B OS=Homo sapiens OX=9606 GN=FLNB PE=1 SV=2	Cytoplasm	0.0097	0.028	0.8718	0.0107	0.0009	0.0141	0.0026	0.0008	0.0004	0.0135	0.0574
sp|Q9C0D2|CE295_HUMAN Centrosomal protein of 295 kDa OS=Homo sapiens OX=9606 GN=CEP295 PE=1 SV=4	Cytoplasm	0.0199	0.1751	0.7927	0.0	0.0001	0.0074	0.0006	0.0	0.0204	0.0037	0.0
sp|Q9HCK8|CHD8_HUMAN Chromodomain-helicase-DNA-binding protein 8 OS=Homo sapiens OX=9606 GN=CHD8 PE=1 SV=5	Nucleus	0.0612	0.907	0.0928	0.0	0.0	0.0001	0.0	0.0	0.0	0.0	0.0
sp|Q9HCE0|EPG5_HUMAN Ectopic P granules protein 5 homolog OS=Homo sapiens OX=9606 GN=EPG5 PE=1 SV=2	Cytoplasm	0.0268	0.2997	0.6796	0.0001	0.0003	0.0054	0.0015	0.0	0.0103	0.0025	0.0006
sp|Q9NY15|STAB1_HUMAN Stabilin-1 OS=Homo sapiens OX=9606 GN=STAB1 PE=1 SV=3	Extracellular	0.3823	0.0	0.0	0.5598	0.0	0.3854	0.0093	0.0	0.0025	0.0429	0.0
sp|Q9H254|SPTN4_HUMAN Spectrin beta chain, non-erythrocytic 4 OS=Homo sapiens OX=9606 GN=SPTBN4 PE=1 SV=2	Cytoplasm	0.0092	0.0897	0.8949	0.0	0.0	0.0121	0.0002	0.0001	0.0019	0.0007	0.0003
tr|C9JY79|C9JY79_HUMAN Spectrin beta chain OS=Homo sapiens OX=9606 GN=SPNB4 PE=2 SV=2	Cytoplasm	0.0094	0.0921	0.8924	0.0	0.0	0.0123	0.0002	0.0001	0.0018	0.0007	0.0003
sp|O00507|USP9Y_HUMAN Probable ubiquitin carboxyl-terminal hydrolase FAF-Y OS=Homo sapiens OX=9606 GN=USP9Y PE=2 SV=2	Cytoplasm	0.0174	0.1701	0.783	0.0005	0.0005	0.0095	0.0027	0.0001	0.0123	0.0199	0.0013
sp|P46531|NOTC1_HUMAN Neurogenic locus notch homolog protein 1 OS=Homo sapiens OX=9606 GN=NOTCH1 PE=1 SV=4	Cell_membrane	0.6318	0.0002	0.0001	0.3461	0.0	0.6363	0.0037	0.0	0.0012	0.0124	0.0
sp|Q93008|USP9X_HUMAN Probable ubiquitin carboxyl-terminal hydrolase FAF-X OS=Homo sapiens OX=9606 GN=USP9X PE=1 SV=4	Cytoplasm	0.0105	0.1037	0.8633	0.0004	0.0003	0.0089	0.0016	0.0	0.0083	0.0127	0.0009
sp|P42345|MTOR_HUMAN Serine/threonine-protein kinase mTOR OS=Homo sapiens OX=9606 GN=MTOR PE=1 SV=1	Cytoplasm	0.0788	0.2067	0.6727	0.0005	0.0231	0.0216	0.0086	0.0083	0.0221	0.0119	0.0245
sp|B2RTY4|MYO9A_HUMAN Unconventional myosin-IXa OS=Homo sapiens OX=9606 GN=MYO9A PE=1 SV=2	Cytoplasm	0.0252	0.312	0.6699	0.0001	0.0001	0.0131	0.0005	0.0002	0.002	0.0013	0.0007
sp|Q8IWZ3|ANKH1_HUMAN Ankyrin repeat and KH domain-containing protein 1 OS=Homo sapiens OX=9606 GN=ANKHD1 PE=1 SV=1	Cytoplasm	0.0213	0.0634	0.9215	0.0001	0.0001	0.0112	0.0005	0.0002	0.001	0.0013	0.0008
sp|Q9Y4G6|TLN2_HUMAN Talin-2 OS=Homo sapiens OX=9606 GN=TLN2 PE=1 SV=4	Cytoplasm	0.0221	0.0472	0.8417	0.0007	0.0298	0.0141	0.0009	0.0184	0.0011	0.0025	0.0436
sp|Q9Y490|TLN1_HUMAN Talin-1 OS=Homo sapiens OX=9606 GN=TLN1 PE=1 SV=3	Cytoplasm	0.0097	0.051	0.8964	0.0003	0.0023	0.0069	0.0004	0.0033	0.0007	0.0015	0.037
sp|Q68DK2|ZFY26_HUMAN Zinc finger FYVE domain-containing protein 26 OS=Homo sapiens OX=9606 GN=ZFYVE26 PE=1 SV=3	Cytoplasm	0.0103	0.0996	0.8866	0.0	0.0	0.0086	0.0004	0.0	0.0031	0.0014	0.0002
sp|P16112|PGCA_HUMAN Aggrecan core protein OS=Homo sapiens OX=9606 GN=ACAN PE=1 SV=3	Extracellular	0.0025	0.0074	0.0119	0.9704	0.0029	0.0018	0.0047	0.0002	0.0	0.0007	0.0
sp|Q92508|PIEZ1_HUMAN Piezo-type mechanosensitive ion channel component 1 OS=Homo sapiens OX=9606 GN=PIEZO1 PE=1 SV=4	Cell_membrane	0.9808	0.0003	0.0	0.0	0.0003	0.8907	0.0736	0.0	0.009	0.0258	0.0001
sp|Q8IWT3|CUL9_HUMAN Cullin-9 OS=Homo sapiens OX=9606 GN=CUL9 PE=1 SV=2	Cytoplasm	0.0205	0.3234	0.6592	0.0002	0.0002	0.0083	0.0009	0.0001	0.0034	0.0032	0.0012
tr|I3L2J0|I3L2J0_HUMAN Protein capicua homolog OS=Homo sapiens OX=9606 GN=CIC PE=1 SV=1	Nucleus	0.127	0.5384	0.4541	0.0	0.0	0.0074	0.0	0.0	0.0	0.0	0.0
tr|A0A087WW63|A0A087WW63_HUMAN Voltage-dependent P/Q-type calcium channel subunit alpha OS=Homo sapiens OX=9606 GN=CACNA1A PE=3 SV=1	Cell_membrane	0.9996	0.0001	0.0	0.0	0.0001	0.9909	0.0078	0.0	0.0008	0.0003	0.0
sp|P49327|FAS_HUMAN Fatty acid synthase OS=Homo sapiens OX=9606 GN=FASN PE=1 SV=3	Cytoplasm	0.034	0.0177	0.6538	0.0011	0.0078	0.0138	0.0024	0.0037	0.0005	0.0082	0.2911
sp|O00555|CAC1A_HUMAN Voltage-dependent P/Q-type calcium channel subunit alpha-1A OS=Homo sapiens OX=9606 GN=CACNA1A PE=1 SV=3	Cell_membrane	0.9997	0.0001	0.0	0.0	0.0001	0.9919	0.007	0.0	0.0007	0.0003	0.0
sp|P46100|ATRX_HUMAN Transcriptional regulator ATRX OS=Homo sapiens OX=9606 GN=ATRX PE=1 SV=6	Nucleus	0.1025	0.9992	0.0008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
sp|P11717|MPRI_HUMAN Cation-independent mannose-6-phosphate receptor OS=Homo sapiens OX=9606 GN=IGF2R PE=1 SV=3	Cell_membrane	0.9999	0.0	0.0	0.0	0.0	0.9995	0.0003	0.0	0.0001	0.0	0.0
sp|Q12923|PTN13_HUMAN Tyrosine-protein phosphatase non-receptor type 13 OS=Homo sapiens OX=9606 GN=PTPN13 PE=1 SV=2	Cytoplasm	0.0091	0.0679	0.9058	0.0001	0.0001	0.0137	0.0006	0.0001	0.0046	0.0057	0.0014
tr|A0A075B749|A0A075B749_HUMAN Myomegalin OS=Homo sapiens OX=9606 GN=PDE4DIP PE=1 SV=2	Cytoplasm	0.1953	0.0981	0.6709	0.0	0.0008	0.0982	0.0011	0.0005	0.1158	0.0146	0.0001
sp|P02751|FINC_HUMAN Fibronectin OS=Homo sapiens OX=9606 GN=FN1 PE=1 SV=5	Extracellular	0.0002	0.0	0.0	0.9989	0.0	0.0002	0.0003	0.0	0.0	0.0004	0.0
tr|Q5TA12|Q5TA12_HUMAN Protein dopey-1 OS=Homo sapiens OX=9606 GN=DOP1A PE=1 SV=2	Cytoplasm	0.0396	0.2336	0.7232	0.0001	0.0004	0.0088	0.0045	0.0001	0.0172	0.0105	0.0017
sp|Q13813|SPTN1_HUMAN Spectrin alpha chain, non-erythrocytic 1 OS=Homo sapiens OX=9606 GN=SPTAN1 PE=1 SV=3	Cytoplasm	0.017	0.1494	0.7484	0.0	0.0004	0.0062	0.0043	0.0002	0.067	0.024	0.0001
sp|Q04721|NOTC2_HUMAN Neurogenic locus notch homolog protein 2 OS=Homo sapiens OX=9606 GN=NOTCH2 PE=1 SV=3	Cell_membrane	0.7152	0.0002	0.0	0.2814	0.0	0.7083	0.0056	0.0	0.0025	0.002	0.0
sp|P46821|MAP1B_HUMAN Microtubule-associated protein 1B OS=Homo sapiens OX=9606 GN=MAP1B PE=1 SV=2	Cytoplasm	0.0341	0.168	0.7828	0.0001	0.0001	0.0251	0.001	0.0002	0.0162	0.0062	0.0003
tr|A0A087WXK5|A0A087WXK5_HUMAN ATP-binding cassette sub-family A member 2 OS=Homo sapiens OX=9606 GN=ABCA2 PE=1 SV=1	Cell_membrane	0.9963	0.0	0.0	0.0	0.0002	0.907	0.0589	0.0	0.0268	0.0069	0.0
sp|Q5JWR5|DOP1_HUMAN Protein dopey-1 OS=Homo sapiens OX=9606 GN=DOP1A PE=2 SV=1	Cytoplasm	0.0404	0.247	0.7112	0.0001	0.0004	0.0088	0.0045	0.0002	0.0158	0.0102	0.0018
sp|O00763|ACACB_HUMAN Acetyl-CoA carboxylase 2 OS=Homo sapiens OX=9606 GN=ACACB PE=1 SV=3	Endoplasmic_reticulum	0.5945	0.0089	0.0674	0.0536	0.0317	0.1079	0.6086	0.0278	0.0508	0.0412	0.002
sp|P31629|ZEP2_HUMAN Transcription factor HIVEP2 OS=Homo sapiens OX=9606 GN=HIVEP2 PE=1 SV=2	Nucleus	0.1021	0.9523	0.0468	0.0	0.0	0.0009	0.0	0.0	0.0	0.0	0.0
sp|Q96JI7|SPTCS_HUMAN Spatacsin OS=Homo sapiens OX=9606 GN=SPG11 PE=1 SV=3	Cytoplasm	0.0737	0.1294	0.6939	0.0003	0.0007	0.023	0.0188	0.0001	0.098	0.0347	0.0009
sp|Q9BV73|CP250_HUMAN Centrosome-associated protein CEP250 OS=Homo sapiens OX=9606 GN=CEP250 PE=1 SV=2	Golgi_apparatus	0.2393	0.0241	0.2856	0.0	0.0003	0.0099	0.0013	0.0002	0.6687	0.0097	0.0
sp|Q92793|CBP_HUMAN CREB-binding protein OS=Homo sapiens OX=9606 GN=CREBBP PE=1 SV=3	Nucleus	0.0412	0.7472	0.2518	0.0	0.0	0.0009	0.0	0.0	0.0	0.0	0.0
sp|P18583|SON_HUMAN Protein SON OS=Homo sapiens OX=9606 GN=SON PE=1 SV=4	Nucleus	0.0437	0.85	0.1426	0.0001	0.0	0.0062	0.0001	0.0	0.0005	0.0003	0.0001
sp|Q09472|EP300_HUMAN Histone acetyltransferase p300 OS=Homo sapiens OX=9606 GN=EP300 PE=1 SV=2	Nucleus	0.052	0.8086	0.191	0.0	0.0	0.0004	0.0	0.0	0.0	0.0	0.0
sp|Q5D862|FILA2_HUMAN Filaggrin-2 OS=Homo sapiens OX=9606 GN=FLG2 PE=1 SV=1	Nucleus	0.0711	0.4946	0.4759	0.0053	0.0	0.0234	0.0	0.0	0.0001	0.0006	0.0
sp|O15020|SPTN2_HUMAN Spectrin beta chain, non-erythrocytic 2 OS=Homo sapiens OX=9606 GN=SPTBN2 PE=1 SV=3	Cytoplasm	0.0073	0.0332	0.9492	0.0	0.0001	0.0099	0.0003	0.0001	0.0051	0.0018	0.0005
sp|Q8IVL0|NAV3_HUMAN Neuron navigator 3 OS=Homo sapiens OX=9606 GN=NAV3 PE=1 SV=3	Cytoplasm	0.0423	0.0813	0.8843	0.0002	0.0002	0.0266	0.0008	0.0002	0.0028	0.0026	0.001
sp|Q9H4A3|WNK1_HUMAN Serine/threonine-protein kinase WNK1 OS=Homo sapiens OX=9606 GN=WNK1 PE=1 SV=2	Cytoplasm	0.0301	0.2596	0.7325	0.0	0.0	0.007	0.0001	0.0	0.0005	0.0001	0.0001
sp|O43497|CAC1G_HUMAN Voltage-dependent T-type calcium channel subunit alpha-1G OS=Homo sapiens OX=9606 GN=CACNA1G PE=1 SV=3	Cell_membrane	0.9999	0.0	0.0	0.0	0.0	0.9966	0.003	0.0	0.0003	0.0001	0.0
sp|A5YKK6|CNOT1_HUMAN CCR4-NOT transcription complex subunit 1 OS=Homo sapiens OX=9606 GN=CNOT1 PE=1 SV=2	Cytoplasm	0.0165	0.0795	0.893	0.0004	0.0009	0.0099	0.0017	0.0001	0.005	0.0052	0.0042
sp|A2RRP1|NBAS_HUMAN NBAS subunit of NRZ tethering complex OS=Homo sapiens OX=9606 GN=NBAS PE=1 SV=2	Cytoplasm	0.0171	0.3364	0.6479	0.0001	0.0003	0.0052	0.0012	0.0002	0.0038	0.0037	0.0013
tr|A0A087WUZ3|A0A087WUZ3_HUMAN Spectrin beta chain OS=Homo sapiens OX=9606 GN=SPTBN1 PE=1 SV=1	Cytoplasm	0.011	0.0916	0.8712	0.0	0.0001	0.0071	0.0011	0.0001	0.0228	0.006	0.0001
sp|Q9H2D6|TARA_HUMAN TRIO and F-actin-binding protein OS=Homo sapiens OX=9606 GN=TRIOBP PE=1 SV=3	Cytoplasm	0.0254	0.065	0.9208	0.0002	0.0	0.0121	0.0002	0.0001	0.0008	0.0008	0.0001
sp|Q01082|SPTB2_HUMAN Spectrin beta chain, non-erythrocytic 1 OS=Homo sapiens OX=9606 GN=SPTBN1 PE=1 SV=2	Cytoplasm	0.011	0.092	0.8709	0.0	0.0001	0.0071	0.0011	0.0001	0.0227	0.006	0.0001
sp|P12270|TPR_HUMAN Nucleoprotein TPR OS=Homo sapiens OX=9606 GN=TPR PE=1 SV=3	Golgi_apparatus	0.2906	0.2281	0.3126	0.0001	0.0009	0.0247	0.0015	0.0014	0.4189	0.0117	0.0
sp|O15027|SC16A_HUMAN Protein transport protein Sec16A OS=Homo sapiens OX=9606 GN=SEC16A PE=1 SV=4	Cytoplasm	0.0371	0.2412	0.7413	0.0004	0.0	0.0163	0.0001	0.0	0.0005	0.0002	0.0001
sp|Q5VU43|MYOME_HUMAN Myomegalin OS=Homo sapiens OX=9606 GN=PDE4DIP PE=1 SV=3	Cytoplasm	0.1353	0.0514	0.646	0.0	0.0006	0.0148	0.001	0.0002	0.2745	0.0115	0.0
sp|Q13085|ACACA_HUMAN Acetyl-CoA carboxylase 1 OS=Homo sapiens OX=9606 GN=ACACA PE=1 SV=2	Cytoplasm	0.0202	0.1313	0.7476	0.0011	0.0043	0.0073	0.0035	0.0052	0.0035	0.0196	0.0765
sp|Q96RV3|PCX1_HUMAN Pecanex-like protein 1 OS=Homo sapiens OX=9606 GN=PCNX1 PE=1 SV=2	Cell_membrane	0.9919	0.001	0.0	0.0	0.0003	0.7774	0.1703	0.0	0.0294	0.0214	0.0001
sp|Q00975|CAC1B_HUMAN Voltage-dependent N-type calcium channel subunit alpha-1B OS=Homo sapiens OX=9606 GN=CACNA1B PE=1 SV=1	Cell_membrane	0.9996	0.0	0.0	0.0	0.0	0.9906	0.0081	0.0	0.0008	0.0004	0.0
sp|Q6P2Q9|PRP8_HUMAN Pre-mRNA-processing-splicing factor 8 OS=Homo sapiens OX=9606 GN=PRPF8 PE=1 SV=2	Cytoplasm	0.1505	0.2891	0.5261	0.0015	0.0309	0.0216	0.0093	0.0075	0.0056	0.0098	0.0984
tr|F1T0I1|F1T0I1_HUMAN Protein transport protein sec16 OS=Homo sapiens OX=9606 GN=SEC16A PE=1 SV=1	Cytoplasm	0.0314	0.2241	0.7601	0.0004	0.0	0.0145	0.0001	0.0	0.0005	0.0002	0.0001
sp|Q6UVK1|CSPG4_HUMAN Chondroitin sulfate proteoglycan 4 OS=Homo sapiens OX=9606 GN=CSPG4 PE=1 SV=2	Cell_membrane	0.9999	0.0	0.0	0.0	0.0001	0.9989	0.0009	0.0	0.0001	0.0	0.0
sp|Q9UM47|NOTC3_HUMAN Neurogenic locus notch homolog protein 3 OS=Homo sapiens OX=9606 GN=NOTCH3 PE=1 SV=2	Cell_membrane	0.8368	0.0002	0.0001	0.1566	0.0001	0.8365	0.0033	0.0	0.0024	0.0009	0.0
sp|Q13023|AKAP6_HUMAN A-kinase anchor protein 6 OS=Homo sapiens OX=9606 GN=AKAP6 PE=1 SV=3	Cytoplasm	0.0264	0.1943	0.7805	0.0001	0.0001	0.012	0.0007	0.0002	0.006	0.006	0.0002
sp|Q8NFD5|ARI1B_HUMAN AT-rich interactive domain-containing protein 1B OS=Homo sapiens OX=9606 GN=ARID1B PE=1 SV=3	Nucleus	0.1481	0.5736	0.4007	0.0005	0.0002	0.0232	0.0004	0.0	0.0005	0.0005	0.0003
sp|P23471|PTPRZ_HUMAN Receptor-type tyrosine-protein phosphatase zeta OS=Homo sapiens OX=9606 GN=PTPRZ1 PE=1 SV=4	Cell_membrane	0.9837	0.0002	0.0	0.0003	0.0003	0.9473	0.0232	0.0	0.0115	0.0171	0.0
sp|Q15878|CAC1E_HUMAN Voltage-dependent R-type calcium channel subunit alpha-1E OS=Homo sapiens OX=9606 GN=CACNA1E PE=1 SV=3	Cell_membrane	0.9986	0.0	0.0	0.0	0.0	0.9872	0.0098	0.0	0.0012	0.0017	0.0
sp|O95996|APCL_HUMAN Adenomatous polyposis coli protein 2 OS=Homo sapiens OX=9606 GN=APC2 PE=1 SV=1	Cytoplasm	0.0368	0.0517	0.9028	0.0002	0.0001	0.0417	0.0003	0.0001	0.0021	0.0008	0.0003
sp|Q9Y3R5|DOP2_HUMAN Protein dopey-2 OS=Homo sapiens OX=9606 GN=DOP1B PE=1 SV=5	Cytoplasm	0.0457	0.1573	0.7669	0.0001	0.0022	0.013	0.0075	0.0002	0.026	0.0161	0.0106
tr|E7EVA0|E7EVA0_HUMAN Microtubule-associated protein OS=Homo sapiens OX=9606 GN=MAP4 PE=1 SV=1	Cytoplasm	0.0268	0.0413	0.9319	0.0	0.0	0.0233	0.0002	0.0001	0.002	0.001	0.0001
sp|Q9Y3S1|WNK2_HUMAN Serine/threonine-protein kinase WNK2 OS=Homo sapiens OX=9606 GN=WNK2 PE=1 SV=4	Cytoplasm	0.0598	0.1948	0.7834	0.0001	0.0	0.0207	0.0001	0.0	0.0005	0.0001	0.0002
sp|O14497|ARI1A_HUMAN AT-rich interactive domain-containing protein 1A OS=Homo sapiens OX=9606 GN=ARID1A PE=1 SV=3	Cytoplasm	0.0297	0.4177	0.575	0.0001	0.0	0.0067	0.0	0.0	0.0002	0.0001	0.0
sp|Q8WYP5|ELYS_HUMAN Protein ELYS OS=Homo sapiens OX=9606 GN=AHCTF1 PE=1 SV=3	Nucleus	0.0984	0.811	0.1843	0.0	0.0	0.0043	0.0001	0.0	0.0002	0.0	0.0001
sp|O75165|DJC13_HUMAN DnaJ homolog subfamily C member 13 OS=Homo sapiens OX=9606 GN=DNAJC13 PE=1 SV=5	Cytoplasm	0.0739	0.1303	0.6882	0.0014	0.0128	0.0201	0.027	0.0013	0.0234	0.0465	0.0489
sp|Q9BTC0|DIDO1_HUMAN Death-inducer obliterator 1 OS=Homo sapiens OX=9606 GN=DIDO1 PE=1 SV=5	Nucleus	0.0559	0.8675	0.127	0.0001	0.0	0.0054	0.0	0.0	0.0	0.0	0.0
sp|Q14667|K0100_HUMAN Protein KIAA0100 OS=Homo sapiens OX=9606 GN=KIAA0100 PE=1 SV=3	Endoplasmic_reticulum	0.5657	0.0723	0.19	0.0152	0.0342	0.1119	0.4558	0.0051	0.067	0.0379	0.0106
sp|Q13439|GOGA4_HUMAN Golgin subfamily A member 4 OS=Homo sapiens OX=9606 GN=GOLGA4 PE=1 SV=1	Golgi_apparatus	0.4134	0.0459	0.1567	0.0	0.0033	0.005	0.0035	0.0008	0.7795	0.0054	0.0
tr|A0A0A0MRJ7|A0A0A0MRJ7_HUMAN Coagulation factor V OS=Homo sapiens OX=9606 GN=F5 PE=1 SV=1	Extracellular	0.1308	0.0974	0.0979	0.5094	0.0192	0.1222	0.0941	0.0013	0.0134	0.0437	0.0015
sp|Q5JSZ5|PRC2B_HUMAN Protein PRRC2B OS=Homo sapiens OX=9606 GN=PRRC2B PE=1 SV=2	Nucleus	0.0858	0.8471	0.1326	0.0	0.0	0.02	0.0	0.0	0.0003	0.0	0.0
