Supplementary Table 2. Spectrum Mill protein summary report of the iTRAQ discovery data. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Exp1 numSpectra;Exp1 totalIntensity;Exp1 pct_cov;Exp1 unique_peptides;Exp1 iTRAQ_ratio_1;Exp1 iTRAQ_ratio_2;Exp1 iTRAQ_ratio_3;Exp2 numSpectra;Exp2 totalIntensity;Exp2 pct_cov;Exp2 unique_peptides;Exp2 iTRAQ_ratio_1;Exp2 iTRAQ_ratio_2;Exp2 iTRAQ_ratio_3;Exp3 numSpectra;Exp3 totalIntensity;Exp3 pct_cov;Exp3 unique_peptides;Exp3 iTRAQ_ratio_1;Exp3 iTRAQ_ratio_2;Exp3 iTRAQ_ratio_3;Exp4 numSpectra;Exp4 totalIntensity;Exp4 pct_cov;Exp4 unique_peptides;Exp4 iTRAQ_ratio_1;Exp4 iTRAQ_ratio_2;Exp4 iTRAQ_ratio_3;Exp5 numSpectra;Exp5 totalIntensity;Exp5 pct_cov;Exp5 unique_peptides;Exp5 iTRAQ_ratio_1;Exp5 iTRAQ_ratio_2;Exp5 iTRAQ_ratio_3; accession_number; accession_numbers; coverage_map; coverage_maps; percentCoverage; percentCoverages; numPepsUnique; scoreUnique; scoresUnique;iTRAQ_115_114;iTRAQ_115_114_stddev;iTRAQ_116_114;iTRAQ_116_114_stddev;iTRAQ_117_114;iTRAQ_117_114_stddev;iTRAQ_numRatios; groupNum; subgroupNum; numSubgroups; entry_name;;;
312;4,54E+10;44%;36;1,5;2,43;0,69;319;4,37E+10;44%;37;1,06;1,85;1,8;398;1,28E+11;43%;37;1,21;2,55;1,83;324;1,16E+11;41%;36;1,18;1,37;0,88;318;1,31E+11;47%;38;0,51;0,93;2,29;IPI00878576;IPI00878576|IPI00156171|IPI00303210|IPI00794024;0+139+14+735;0+62+34+3+6+2+5+15+53+4+7+62+13+4+14+33+27+6+42+4+10+26+18+1+12+5+12+96+21+37+49+16+44+5+5+26+67+7+12+4+19|0+62+34+3+6+2+5+15+53+4+7+62+13+4+14+33+27+6+42+4+10+26+18+1+12+5+12+96+13+20+49+16+44+5+5+26+67+7+12+4+19|0+62+34+3+6+2+5+15+53+4+7+62+13+4+14+98+14+6+42+4+10+26+18+1+12+5+12+96+13+20+49+16+44+5+5+26+67+7+12+4+19|0+62+34+3+6+2+5+15+26+9;52;52|53|49|43;43;745,08;745.08|736.2|715.81|122.21;1,09;0,5;1,82;0,92;1,51;0,85;1461;12;12,1;1;ENPP2 Isoform 3 of Ectonucleotide pyrophosphatase/phosphodiesterase family member 2;;;
148;1,26E+10;38%;29;1,11;1,25;1,54;141;1,17E+10;44%;33;1,31;1,49;1,07;158;3,20E+10;45%;33;1;1,15;1,44;170;2,74E+10;38%;30;0,81;0,59;0,7;205;5,10E+10;53%;38;1,24;1,05;1,26;IPI00019580;IPI00019580|IPI00855913|IPI00025327|IPI00937938|IPI00651752|IPI00926622;0+634+22+154;0+38+42+1+6+2+15+8+5+9+27+46+24+16+22+16+7+25+16+18+5+38+10+31+25+41+30+9+43+5+19+2+25+8+29+1+32+21+14+7+57+3+10+2|0+38+24+17+18+1+6+2+15+8+5+9+10+13|0+38+42+1+6+2+15+8+5+9+10|0+216+4+38+26+3+10+2|0+62+18+1+6+9|0+59+18+1+6+9;57;57|46|57|13|25|25;43;712,36;712.36|178.48|178.48|67.45|47.59|47.59;1,09;0,37;1,08;0,44;1,19;0,49;794;13;13,1;1;PLG Plasminogen;;;
365;4,59E+10;46%;35;0,76;1,03;0,83;363;4,75E+10;46%;36;0,91;1,07;0,91;377;1,13E+11;43%;35;0,73;0,8;1,04;363;1,25E+11;44%;36;0,43;0,59;0,57;347;1,68E+11;47%;37;0,44;0,71;1,06;IPI00026314;IPI00026314|IPI00647556|IPI00646773|IPI00796316|IPI00513782|IPI00377087|IPI00641047;0+626+22+134;0+32+11+18+11+3+29+43+15+6+20+51+6+82+11+3+5+2+7+5+30+4+53+4+30+49+34+13+46+3+22+12+15+38+25+2+8+34|0+21+11+3+29+43+15+6+20+51+6+82+11+3+5+2+7+5+30+4+53+4+30+49+34+13+46+3+22+12+15+38+25+2+8+34|0+10+11+3+29+43+15+6+20+51+6+82+11+3+5+2+7+5+30+4+53+4+30+49+34+13+46+3+22+12+15+38+25+2+8+34|0+10+11+3+29+38+20+51+6+82+11+3+5+2+7+5+30+4+53+4+30+49+34+13+46+3+22+12+15+38+25+2+8+34|0+58+11+3+5+2+7+5+30+4+53+4+30+49+34+13+46+3+22+12+15+38+7+34|0+9+39+3+22+12+15+34+10+2+8+34|0+10+11+3+29+43+15+6+20+51+6+66;48;48|49|50|49|53|50|31;39;695,88;695.88|676.42|676.42|653.82|412.9|190.48|165.76;0,65;0,42;0,84;1,24;0,88;0,83;1671;14;14,1;1;GSN Isoform 1 of Gelsolin;;;
184;8,07E+09;29%;31;0,62;0,95;0,3;191;1,08E+10;30%;34;0,42;0,82;0,99;189;3,08E+10;31%;34;0,55;0,53;1,12;159;2,42E+10;27%;31;0,43;0,45;0,27;185;3,47E+10;32%;39;0,2;0,63;0,76;IPI00873446;IPI00873446|IPI00333776|IPI00333777|IPI00883753|IPI00333778|IPI00415032|IPI00924735|IPI00925232|IPI00926383|IPI00926573|IPI00925886|IPI00927071;0+284+22+1002;0+37+17+7+21+31+13+3+20+38+6+20+8+10+6+27+16+4+29+2+8+20+13+2+25+27+15+92+11+2+38+2+13+3+12+63+18+31+32+41+4+18+48+22+12+15+27+5+25+53+11+95+6+184|0+37+17+7+21+31+13+3+20+38+6+20+8+10+6+27+16+4+29+2+8+20+13+2+25+27+15+92+11+2+38+2+13+3+12+63+18+31+32+41+4+18+48+22+12+15+27+5+25+53+11+95+6+180|0+37+17+7+21+31+13+3+20+38+6+20+8+10+6+27+16+4+29+2+8+20+13+2+25+27+15+92+11+2+38+2+13+3+12+63+18+31+32+41+4+18+48+22+12+15+27+5+25+53+11+95+6+112|0+37+17+7+21+31+13+3+20+38+6+20+8+10+11+3+16+4+29+2+8+20+13+2+25+27+15+92+11+2+38+2+13+3+12+63+18+31+32+41+4+18+48+22+12+15+27+5+25+53+11+188|0+37+17+7+21+31+13+3+20+38+6+20+8+10+11+3+16+4+29+2+8+20+13+2+25+27+15+92+11+2+38+2+13+3+12+63+18+31+32+41+4+18+48+22+12+15+27+5+25+53+11+176|0+55+21+31+13+3+20+38+6+20+8+10+6+27+16+4+29+2+8+20+13+2+25+27+15+92+11+2+38+2+13+3+12+53+18+31+32+41+4+18+48+22+12+15+27+5+25+53+11+176|0+55+21+31+13+3+20+38+6+20+8+10+6+27+16+4+29+2+8+20+13+2+25+27+15+92+11+2+38+2+13+3+12+53+18+31+32+48|0+55+21+31+13+3+20+38+6+20+8+10+6+27+16+4+29+2+8+20+13+2+25+27+15+12|0+37+17+7+21+36|0+41+17+7+21+25|0+55+21+30|0+37+17+7;34;34|34|36|38|38|36|39|41|32|34|19|27;42;694,51;694.51|694.51|694.51|690.22|690.22|669|493.14|274.2|49.32|49.32|36.67|12.65;0,45;0,22;0,68;0,28;0,69;0,41;801;15;15,1;1;NRCAM Isoform 5 of Neuronal cell adhesion molecule;;;
166;8,99E+09;53%;33;1,02;0,97;1,28;169;8,25E+09;52%;33;0,96;1,24;0,9;181;2,94E+10;56%;35;0,91;1,53;1,68;227;2,90E+10;56%;37;1,03;0,8;0,9;191;3,65E+10;54%;34;1,19;0,74;1,22;IPI00019943;IPI00019943;0+168+22+409;0+68+6+2+31+14+77+7+24+4+20+30+15+12+9+13+40+38+14+4+6+3+16+36+25+3+28+4+30+3+14+3;59;59;40;682,81;682,81;1,03;0,34;1,03;0,47;1,19;0,51;814;16;16,1;1;AFM Afamin;;;
84;1,78E+09;19%;29;0,91;0,64;1,57;63;1,43E+09;17%;26;1,15;0,91;0,43;101;6,59E+09;18%;30;0,78;1,01;1,09;71;3,35E+09;15%;26;0,69;0,44;0,58;87;5,59E+09;18%;30;1,04;0,67;0,91;IPI00032291;IPI00032291|IPI00816741;0+1440+16+220;0+90+19+35+12+39+7+42+7+21+8+66+26+102+15+6+11+2+7+107+7+41+6+5+8+28+6+3+13+16+27+60+7+79+7+1+19+7+12+1+5+70+10+10+21+62+10+7+30+6+7+22+37+7+26+15+7+53+12+48+36+72+14+16+16+8+11+2+7+54|0+161+19+35+12+39+7+42+7+21+8+66+26+102+15+6+11+2+7+107+7+41+6+5+8+28+6+3+13+16+27+60+7+79+7+1+19+7+12+1+5+55;28;28|20;44;677,17;677.17|352.41;0,9;0,31;0,74;0,33;0,95;0,52;365;17;17,1;1;C5 Complement C5;;;
184;1,22E+10;37%;34;0,65;0,99;0,37;198;1,15E+10;35%;33;0,43;0,9;0,96;196;2,79E+10;32%;33;0,53;0,62;1,13;194;2,79E+10;33%;33;0,79;0,78;0,49;205;3,68E+10;36%;34;0,22;0,71;0,82;IPI00007257;IPI00007257|IPI00413959|IPI00644294;0+736+30+205;0+33+68+2+9+13+8+4+18+5+50+4+20+2+25+45+6+50+21+8+9+16+13+1+9+87+9+7+48+11+8+3+6+26+36+56+30+2+10+12+7+76+8+90|0+33+36+19+23+2+9+13+8+4+18+5+50+4+20+2+25+45+6+50+21+8+9+16+13+1+9+87+9+7+48+11+8+3+6+26+36+56+30+2+10+12+7+76+8+90|0+33+36+19+23+2+9+13+8+4+18+5+50+4+20+2+25+45+6+50+21+8+9+16+13+1+9+68+9+7+48+11+8+3+6+26+36+56+30+2+10+12+7+76+8+90;43;43|41|42;41;667,4;667.4|649.01|649.01;0,52;0,62;0,8;0,68;0,76;0,52;924;18;18,1;1;CLSTN1 Isoform 2 of Calsyntenin-1 (Fragment);;;
165;9,37E+09;42%;33;1,23;0,95;1,29;137;7,98E+09;35%;28;1,28;1,04;1,02;170;2,46E+10;37%;28;0,69;0,91;0,93;165;1,71E+10;42%;29;0,45;0,28;0,35;179;3,07E+10;42%;33;0,9;0,58;0,84;IPI00944960;IPI00944960|IPI00896419|IPI00791097|IPI00556036;0+793+17+125;0+47+9+4+15+21+15+2+6+20+12+1+18+44+26+5+36+13+42+2+65+84+9+41+35+44+10+36+31+22+5+38+22+2+28+8+13+5+22+13+28+4+10+22|0+47+9+4+15+21+15+2+6+20+12+1+18+44+26+5+36+13+42+2+65+84+9+41+35+44+10+31+31+22+5+38+22+2+28+8+13+5+22+13+28+4+10+22|0+25+6+20+12+1+18+44+26+5+36+13+42+2+65+84+9+41+35+44+10+22|0+8+15+2+6+20+12+1+18+44+10+3;48;48|49|46|43;36;660,74;660.74|660.74|342.9|152.58;0,91;0,39;0,75;0,36;0,89;0,41;655;19;19,1;1;ITIH4 ITIH4 protein;;;
162;9,33E+09;42%;32;1,23;0,95;1,29;139;7,98E+09;37%;29;1,28;1,04;1,02;168;2,46E+10;36%;27;0,69;0,91;0,93;165;1,71E+10;43%;29;0,45;0,28;0,35;178;3,07E+10;42%;32;0,9;0,58;0,84;IPI00218192;IPI00218192|IPI00896413|IPI00922043;0+772+17+125;0+47+9+4+15+21+15+2+6+20+12+1+18+44+26+5+36+13+42+2+65+84+9+41+35+44+42+22+5+52+22+2+28+8+13+5+22+13+28+4+10+22|0+47+9+4+15+21+15+2+6+20+12+1+18+44+26+5+36+13+42+2+65+84+9+41+35+44+42+22+5+38+22+2+28+8+13+5+22+13+28+4+10+22|0+47+9+4+15+21+15+2+6+21+18+44+26+5+36+13+42+2+65+84+9+41+35+44+42+22+5+38+22+2+28+8+13+5+22+13+28+4+10+22;50;50|50|50;36;655,9;655.9|655.9|633.55;0,91;0,39;0,75;0,36;0,89;0,41;649;19;19,2;1;ITIH4 Isoform 2 of Inter-alpha-trypsin inhibitor heavy chain H4;;;
104;4,59E+09;43%;26;6,52;7,06;6,29;143;7,82E+09;53%;33;1,4;1,37;1,94;130;1,54E+10;45%;27;0,92;0,89;1,18;164;1,82E+10;54%;32;1,53;2,09;1,95;163;1,95E+10;50%;31;0,99;1,3;1,44;IPI00745872;IPI00745872|IPI00022434|IPI00966829|IPI00908876|IPI00878517|IPI00965913|IPI00965074|IPI00384697|IPI00953582|IPI00216773|IPI00878282;0+396+17+196;0+34+41+13+17+17+46+1+14+3+12+7+9+9+10+3+6+7+32+19+10+31+6+13+12+3+8+13+38+3+15+38+6+3+44+5+10+11+12+3+25|0+34+41+13+17+17+46+1+14+3+12+7+9+9+10+3+6+7+32+19+10+31+6+13+12+3+8+13+38+3+15+38+6+3+44+5+10+11+12+46|0+34+41+13+17+17+46+1+14+3+12+7+9+9+10+3+6+7+32+19+10+31+6+13+12+3+8+13+38+3+15+38+6+3+44+5+10+11+12+23|0+34+31+9+8+1+14+3+12+7+9+9+10+3+6+7+32+19+10+31+6+13+12+3+8+13+38+3+15+38+6+3+44+5+10+11+12+3+25|0+34+10+10+14+3+12+7+9+9+10+3+6+7+32+19+10+31+6+13+12+3+8+13+38+3+15+38+6+3+44+5+10+11+12+3+25|0+6+7+1+14+3+12+7+9+9+10+3+6+7+32+19+10+31+6+13+12+3+8+13+38+3+15+38+6+3+44+5+10+11+12+3+25|0+19+14+3+12+7+9+9+10+3+6+7+32+19+10+31+6+13+12+3+8+13+38+3+15+38+6+3+44+5+10+11+12+3+25|0+34+16+7+32+19+10+31+6+13+12+3+8+13+38+3+15+38+6+3+44+5+10+11+12+3+25|0+34+10+13+32+19+10+31+6+13+12+3+8+13+38+3+15+38+6+3+44+5+10+11+12+3+25|0+34+41+13+17+17+38+23+38+3+15+38+6+3+44+5+10+11+12+3+25|0+36+41+13+17+17+46+1+14+12;61;61|55|57|58|56|60|58|56|54|62|59;39;655,66;655.66|609.25|609.25|551.12|501.24|477.93|463.39|427.29|415.3|400.6|211.18;1,9;2,6;2,16;3,49;2,24;2,86;631;20;20,1;1;ALB Isoform 1 of Serum albumin;;;
329;8,99E+10;59%;30;1,04;1,14;1,11;358;1,01E+11;68%;32;0,89;1,08;0,77;510;2,95E+11;70%;32;0,86;1,21;1,1;370;2,88E+11;64%;32;0,82;0,84;1,17;413;3,80E+11;70%;32;0,93;0,83;1;IPI00968027;IPI00968027|IPI00555812|IPI00965085|IPI00968182|IPI00965382;0+322+29+142;0+38+6+5+119+4+48+6+22+3+60+3+57+1+66+10+15+30|0+19+6+5+119+4+48+6+22+3+60+3+57+1+66+10+15+30|0+19+6+5+119+4+48+6+22+3+60+3+57+1+66+10+15+32|0+19+6+5+119+4+48+6+22+3+60+3+50+3|0+19+6+5+97+18;79;79|82|82|87|71;37;644,98;644.98|644.98|644.98|476.27|209.48;0,9;0,53;1,02;0,84;1,04;1,05;1600;21;21,1;1;C16orf13;GC Putative uncharacterized protein C16orf13;;
136;6,25E+09;50%;27;1,07;1,8;0,53;149;1,01E+10;55%;28;0,6;1,04;0,99;126;1,31E+10;54%;28;0,57;0,52;1,15;170;1,42E+10;58%;31;0,63;0,58;0,57;151;2,33E+10;55%;32;0,28;0,6;0,92;IPI00292071;IPI00292071|IPI00945317;0+264+21+183;0+34+21+24+5+11+17+2+10+6+24+4+12+4+25+4+22+4+13+22+27+3+17+4+25+5+8+8+14+3+6+4+32+5+10+2+26+5|0+32+27+3+17+4+25+5+8+8+14+3+6+4+32+5+10+2+26+5;67;67|69;36;611,04;611.04|388.59;0,62;0,55;0,9;1,29;0,82;0,58;677;22;22,1;1;SCG3 Secretogranin-3;;;
350;5,71E+10;56%;31;0,98;0,82;1,39;369;6,47E+10;56%;32;0,97;1,29;0,94;354;1,53E+11;52%;30;0,93;1,14;1,08;384;1,87E+11;54%;33;0,83;0,88;0,9;346;2,42E+11;56%;33;1,18;0,92;1,14;IPI00032179;IPI00032179|IPI00844156;0+294+28+142;0+60+25+4+34+16+22+10+11+19+7+17+4+31+29+4+29+34+108|0+60+25+4+34+16+22+10+11+15+62;57;57|59;35;605,31;605.31|322.14;0,98;0,36;1,01;0,45;1,09;0,4;1611;23;23,1;1;SERPINC1 Antithrombin-III;;;
160;1,07E+10;32%;29;0,7;0,94;0,37;189;1,30E+10;34%;31;0,57;0,76;0,98;195;3,22E+10;33%;31;0,61;0,66;1,13;221;3,59E+10;37%;34;0,45;0,49;0,55;200;4,10E+10;36%;32;0,28;0,59;0,88;IPI00795918;IPI00795918|IPI00411478|IPI00900340|IPI00385035|IPI00908926;0+563+22+273;0+37+11+13+7+27+18+4+35+4+5+4+12+3+12+4+21+32+60+44+19+4+7+165+37+7+56+2+22+22+7+157|0+37+11+13+7+27+18+4+35+4+5+4+12+3+12+4+21+32+60+44+19+4+7+165+37+7+12+61|0+37+11+13+7+27+18+4+35+4+5+4+12+3+12+4+21+32+60+44+8+3|0+37+11+13+7+27+18+4+35+4+5+19+12+156|0+26+12+33+13+5+14+2+22+22+7+157;38;38|38|51|25|21;35;596,62;596.62|462.02|351.86|155.95|123.92;0,52;0,24;0,68;0,29;0,78;0,36;870;24;24,1;1;NCAM1 Isoform 1 of Neural cell adhesion molecule 1;;;
158;1,07E+10;31%;28;0,69;0,94;0,37;188;1,31E+10;33%;30;0,57;0,76;0,97;192;3,23E+10;32%;30;0,62;0,66;1,12;217;3,61E+10;37%;33;0,45;0,49;0,56;201;4,14E+10;35%;31;0,28;0,59;0,88;IPI00435020;IPI00435020|IPI00900302|IPI00220737|IPI00902968|IPI00913951;0+553+22+273;0+37+11+13+7+27+18+4+35+4+5+4+12+3+12+4+21+32+60+44+9+4+7+165+37+7+56+2+22+22+7+157|0+37+11+13+7+27+18+4+35+4+5+4+12+3+12+4+21+32+60+44+9+4+7+165+37+7+56+2+22+22+7+35|0+37+11+13+7+27+18+4+35+4+5+4+12+3+12+4+21+32+60+44+9+4+7+165+37+7+12+47+32+2+22+22+7+35|0+3+31+4+5+4+12+3+12+4+21+32+60+44+9+4+7+165+37+7+12+65+14+2+22+22+7+35|0+3+31+4+5+4+12+3+12+4+21+32+60+44+9+4+7+165+37+7+12+26;37;37|43|40|38|41;34;582,09;582.09|582.09|562.56|459.34|377.23;0,52;0,25;0,68;0,29;0,78;0,36;861;24;24,2;1;NCAM1 Isoform 2 of Neural cell adhesion molecule 1;;;
79;2,89E+09;28%;22;0,61;0,64;0,72;136;5,79E+09;39%;31;1,51;1;0,89;120;1,10E+10;31%;24;0,67;0,69;1,2;163;1,85E+10;35%;28;0,61;0,65;1,6;161;2,06E+10;39%;30;0,45;0,64;1,23;IPI00296608;IPI00296608|IPI00967481;0+378+22+443;0+77+11+2+9+19+6+30+37+31+4+7+11+34+15+1+29+15+9+7+18+6+22+1+17+2+17+82+59+40+36+24+6+52+17+7+28+23+13+19|0+77+11+2+9+19+6+40;43;43|15;34;572,13;572.13|42.28;0,77;0,49;0,72;0,33;1,18;0,7;589;25;25,1;1;C7 Complement component C7;;;
39;3,67E+09;21%;10;0,5;0,56;0,6;81;5,14E+09;32%;15;1,27;1;0,89;63;1,37E+10;30%;13;0,67;0,77;1,27;77;1,48E+10;30%;13;0,58;0,61;1,41;87;1,65E+10;35%;15;0,42;0,67;1,35;IPI00909594;IPI00909594;0+394+24+68;0+77+11+2+9+19+6+30+9+15+9+7+18+6+40+2+17+82+59+52+6+10;37;37;17;296,32;296,32;0,71;0,47;0,74;0,38;1,14;0,82;290;25;25,2;1;C7 cDNA FLJ58413, highly similar to Complement component C7;;;
185;1,10E+10;66%;28;0,89;1,2;0,84;194;1,53E+10;67%;27;0,77;1,56;1,05;189;3,82E+10;64%;27;0,97;1,1;1,34;180;3,29E+10;65%;27;0,41;0,47;0,2;149;2,98E+10;59%;24;0,43;0,63;0,76;IPI00304273;IPI00304273;0+287+17+92;0+43+47+7+13+2+17+5+20+1+8+6+18+2+9+2+9+2+9+1+32+2+9+2+9+4+25+1+21+2+17+3+11+37;69;69;30;547,22;547,22;0,71;0,32;1,01;0,57;0,85;0,47;884;26;26,1;1;APOA4 Apolipoprotein A-IV;;;
181;1,08E+10;63%;27;0,89;1,2;0,84;190;1,51E+10;64%;26;0,77;1,56;1,06;188;3,78E+10;64%;27;0,98;1,09;1,37;176;3,23E+10;62%;26;0,41;0,47;0,2;147;2,96E+10;57%;23;0,43;0,63;0,76;IPI00847179;IPI00847179;0+287+17+92;0+43+47+7+13+2+17+5+20+1+8+6+18+2+9+2+9+2+9+1+32+2+9+2+9+4+25+1+21+2+17+3+11+37;69;69;30;545,91;545,91;0,71;0,32;1,01;0,57;0,86;0,49;868;26;26,2;1;APOA4 apolipoprotein A-IV precursor;;;
264;2,72E+10;66%;27;0,83;1,01;0,44;253;2,76E+10;66%;27;0,41;0,49;1,01;303;8,33E+10;66%;27;0,56;0,78;1,07;275;7,96E+10;63%;26;0,41;0,39;0,43;251;9,37E+10;64%;27;0,25;0,61;0,77;IPI00064667;IPI00064667|IPI00749466|IPI00642045;0+406+25+76;0+37+32+2+16+4+121+23+19+57+10+7+40+4+4+16+8+6+25+4+11+9+28+3+21|0+37+32+2+5+34+88+23+19+57+10+7+40+4+4+16+8+6+25+4+11+9+28+3+21|0+37+32+2+16+35;66;66|59|39;28;538,47;538.47|494.8|78.86;0,49;0,26;0,65;0,32;0,75;0,38;1211;27;27,1;1;CNDP1 Beta-Ala-His dipeptidase;;;
219;2,67E+10;34%;29;0,83;1,65;0,46;179;1,98E+10;31%;27;0,35;0,96;1,01;210;5,70E+10;31%;26;0,54;0,68;1,05;192;6,28E+10;29%;24;0,45;0,52;0,2;203;7,73E+10;32%;26;0,23;0,78;0,85;IPI00006608;IPI00006608|IPI00412924|IPI00412681|IPI00219187|IPI00914602|IPI00219186|IPI00412568|IPI00394658|IPI00219185|IPI00219183|IPI00909502|IPI00219182;0+116+16+638;0+51+15+40+26+2+6+15+23+110+40+49+16+12+13+3+4+4+39+1+26+10+5+6+5+6+13+45+16+47+28+11+12+71|0+51+15+40+26+2+6+15+23+110+40+30+16+12+13+3+4+4+39+1+26+10+5+6+5+6+13+45+16+47+28+11+12+71|0+51+15+40+26+2+6+15+23+110+40+49+16+12+13+3+4+4+39+1+26+10+5+6+5+6+13+45+16+43+14+11+12+71|0+51+15+40+26+2+6+15+23+110+40+30+16+12+13+3+4+4+39+1+26+10+5+6+5+6+13+45+16+43+14+11+12+71|0+50+26+2+6+15+23+110+40+49+16+12+13+3+4+4+39+1+26+10+5+6+5+6+13+45+16+47+28+11+12+71|0+51+15+40+26+2+6+15+23+143+16+12+13+3+4+4+39+1+26+10+5+6+5+6+13+45+16+47+28+11+12+71|0+51+15+40+26+2+6+15+23+124+16+12+13+3+4+4+39+1+26+10+5+6+5+6+13+45+16+47+28+11+12+71|0+16+15+40+26+2+6+15+23+124+16+12+13+3+4+4+39+1+26+10+5+6+5+6+13+45+16+47+28+11+12+71|0+51+15+40+26+2+6+15+23+143+16+12+13+3+4+4+39+1+26+10+5+6+5+6+13+45+16+43+14+11+12+71|0+51+15+40+26+2+6+15+23+124+16+12+13+3+4+4+39+1+26+10+5+6+5+6+13+45+16+43+14+11+12+71|0+51+15+164+16+12+13+3+4+4+39+1+26+10+5+6+5+6+13+45+16+47+28+11+12+71|0+51+15+40+26+2+6+15+23+127;37;37|38|36|37|38|34|35|37|33|34|30|22;31;526,81;526.81|526.81|506.21|506.21|497.66|462.31|462.31|462.31|441.71|441.71|370.13|121.33;0,49;0,28;0,93;0,51;0,71;0,43;952;28;28,1;1;APP Isoform APP770 of Amyloid beta A4 protein (Fragment);;;
208;5,43E+10;77%;28;1,49;1,41;0,44;225;7,33E+10;77%;28;0,86;1,13;1,72;263;1,35E+11;77%;28;0,58;0,62;1,34;210;1,54E+11;77%;28;0,41;0,27;0,2;211;1,87E+11;76%;28;0,2;0,58;1,25;IPI00021842;IPI00021842|IPI00878953|IPI00879456|IPI00879368|IPI00442843;0+56+23+238;0+19+68+6+15+5+39+2+6+8+7+1+9+5+6+2+9+2+22+4+7+2+34+2+37|0+64+68+6+15+5+39+2+6+8+7+1+9+5+6+2+9+2+22+4+7+1|0+19+68+6+15+5+39+2+6+8+7+1+9+5+6+2+9+12|0+19+68+6+15+5+39+2+6+8+7+1+9+5+6+2+9+9|0+19+37+65;81;81|65|72|73|30;29;516,21;516.21|356.39|302.97|302.97|87.56;0,69;0,52;0,78;0,72;1,01;0,68;1021;29;29,1;1;APOE Apolipoprotein E;;;
125;9,03E+09;39%;22;1,45;1,33;1,94;128;8,62E+09;44%;23;1,34;1,14;0,8;108;1,52E+10;38%;18;0,97;0,38;0,48;117;1,85E+10;39%;21;0,41;0,3;0,75;165;4,32E+10;43%;26;1,13;1,02;0,99;IPI00019568;IPI00019568|IPI00877967;0+517+20+85;0+86+8+30+9+44+21+19+26+4+16+51+30+9+46+41+16+5+37+2+37+6+32+24+9+14|0+76+8+30+9+44+21+19+26+4+16+51+13+7;46;46|28;27;508,98;508.98|135.55;1,07;0,48;0,86;0,53;0,99;0,6;608;30;30,1;1;F2 Prothrombin (Fragment);;;
367;6,92E+10;63%;26;0,98;1,64;0,65;420;7,63E+10;63%;26;0,81;1,52;1,29;477;1,85E+11;64%;27;0,68;1,71;1,74;553;2,74E+11;63%;26;0,78;1,1;0,95;515;2,52E+11;63%;26;0,45;0,85;1,27;IPI00006114;IPI00006114|IPI00796279|IPI00790473;0+197+17+204;0+48+19+2+65+7+5+5+38+5+43+3+8+4+29+25+10+2+41+40+12+7|0+18+17+3+8+4+29+25+10+2+41+40+12+7|0+48+19+47;64;64|54|16;27;501,51;501.51|242.63|34.58;0,73;0,34;1,33;0,61;1,19;0,63;1844;31;31,1;1;SERPINF1 Pigment epithelium-derived factor;;;
187;1,37E+10;52%;27;1,04;1,34;1,18;175;1,32E+10;51%;25;1,08;1,36;0,84;188;3,86E+10;51%;26;0,87;1,14;1,48;158;2,68E+10;53%;25;0,62;0,43;0,49;177;4,85E+10;55%;27;0,99;0,69;1,14;IPI00215894;IPI00215894|IPI00924859|IPI00032328|IPI00789376|IPI00797833|IPI00797097|IPI00797175;0+363+17+47;0+35+40+4+18+4+12+74+9+12+11+21+48+12+5+3+16+19+46+3+32+3|0+35+40+4+18+4+12+91+48+12+5+3+16+19+46+3+32+3|0+35+40+4+18+4+12+74+9+12+11+21+48+12+5+3+16+19+46+3+5+216+7+24|0+51+9+12+11+21+48+12+5+3+16+19+46+3+32+3|0+35+40+4+18+4+12+76|0+35+40+4+18+57|0+6+9+3+5+152;55;55|55|33|57|37|37|8;29;494,33;494.33|457.03|427.92|346.73|147.6|127.73|25.67;0,92;0,39;1;0,94;1,04;0,81;853;32;32,1;1;KNG1 Isoform LMW of Kininogen-1;;;
99;4,83E+09;36%;22;0,7;0,97;0,63;118;6,09E+09;43%;26;1,89;0,93;0,99;97;1,42E+10;38%;24;0,81;0,92;1,27;100;1,19E+10;32%;20;0,51;0,58;0,73;102;1,64E+10;38%;24;0,43;0,59;1,11;IPI00296165;IPI00296165|IPI00923551|IPI00956148|IPI00941440|IPI00791901;0+327+18+374;0+71+20+10+15+1+8+21+17+79+7+27+34+5+65+8+6+8+11+2+11+8+16+10+15+2+6+2+36+24+7+1+8+55+6+3+14+57+23|0+26+17+79+7+27+34+5+65+8+6+8+11+2+11+8+16+10+15+2+6+2+36+24+7+1+8+55+6+3+14+57+23|0+57+20+10+15+1+8+21+17+79+7+27+34+5+38+37|0+22+15+2+6+2+36+24+7+1+8+55+6+3+14+57+16+5|1+36+24+7+1+8+55+6+3+14+57+23;45;45|47|36|38|39;28;482,48;482.48|424.12|197.58|185.71|168.6;0,88;0,64;0,8;0,33;0,95;0,38;485;33;33,1;1;C1R cDNA FLJ54471, highly similar to Complement C1r subcomponent;;;
