Supplementary Table 3. A summary of the protein quantitation in AD and control CSF samples;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sathe et al., 2018. Quantitative proteomic profiling of cerebrospinal fluid to identify candidate biomarkers for Alzheimer’s disease;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Significant;LOG(Pvalue);Log(Fold change);Gene Symbol;Description;emPAI;Score Sequest HT;# Peptides Sequest HT;Sum PEP Score;Coverage;# Peptides;# PSMs;# Unique Peptides;# Protein Groups;MW [kDa];calc. pI;Symbol color;Symbol type;Symbol size;Show label;Abundances (Grouped): 126;Abundances (Grouped): 127N;Abundances (Grouped): 127C;Abundances (Grouped): 128N;Abundances (Grouped): 128C;Abundances (Grouped): 129N;Abundances (Grouped): 129C;Abundances (Grouped): 130N;Abundances (Grouped): 130C;Abundances (Grouped): 131
+;2,068954803;-1,291703092;ADGRA3;adhesion G protein-coupled receptor A3 precursor [Homo sapiens];0,139;6,52;3;7,234;2,271006813;3;3;3;1;146,1;8,48;Color2 [DarkGray];1;4;;0,1443069;-0,07891118;0,6837687;1,22872;1,541697;-0,4838679;-0,5928156;-0,9362833;0,1352313;-1,061199
+;3,568970035;0,781993815;THOP1;thimet oligopeptidase [Homo sapiens];0,218;7,39;3;5,568;3,773584906;3;3;3;1;78,8;6,05;Color2 [DarkGray];1;4;;-0,2343799;-0,5562416;-0,1785956;-0,206826;-0,1887068;0,3006719;0,2245985;0,6075617;0,642961;0,769426
+;2,441508542;2,602395186;SYNJ1;synaptojanin-1 isoform b [Homo sapiens];0,118;21,94;3;9,852;4,888888889;3;5;3;1;149,2;8,25;Color2 [DarkGray];1;4;;-0,7765833;-0,2468142;-1,036914;-0,2718907;-0,8278006;0,1589669;2,868274;3,019743;0,7831437;3,021845
+;2,757167726;-0,700397308;ACVR2A;activin receptor type-2A isoform 1 precursor [Homo sapiens];0,35;15,06;3;8,181;7,992202729;3;4;3;1;57,8;5,92;Color2 [DarkGray];1;4;;0,4738064;0,6369295;0,5071437;0,3289408;0,1530159;0,002812098;-0,4013922;-0,4625694;0,04395294;-0,5849537
+;1,850641824;-1,103629865;LYNX1;ly-6/neurotoxin-like protein 1 isoform c precursor [Homo sapiens];214,443;109,47;3;25,396;25,86206897;3;34;3;1;12,6;7,8;Color2 [DarkGray];1;4;;0,485791;0,2544298;0,5253183;0,07623546;0,006246797;0,2829986;-0,7187102;-0,942134;-0,966371;-1,825911
+;1,916413274;0,806052916;MFAP5;microfibrillar-associated protein 5 isoform a precursor [Homo sapiens];1,683;9,7;3;9,093;18,49710983;3;4;3;1;19,6;5,94;Color2 [DarkGray];1;4;;-0,1456385;-0,1410648;-0,2824793;-0,3918442;0,03220299;0,02076195;0,8979376;0,6433443;0,1936476;1,345749
+;1,542452076;1,962762163;GKN1;gastrokine-1 [Homo sapiens];5,31;14,06;3;9,924;16,08040201;3;5;3;1;22;6,32;Color2 [DarkGray];1;4;;-0,3397359;0,0216898;-0,03311008;-0,6647041;-0,01027887;-0,4075447;2,494408;2,981882;0,4870063;3,23192
+;1,661231298;1,366504657;ARG1;arginase-1 isoform 1 [Homo sapiens];0,54;6,54;3;7,825;9,090909091;3;3;3;1;35,6;7,21;Color2 [DarkGray];1;4;;-0,4878662;0,3559949;-0,5656585;-0,76661;-0,4172402;-0,4167021;1,956346;1,679978;0,3796663;1,351854
+;2,564219346;1,035273728;PRSS23;serine protease 23 isoform a [Homo sapiens];0,334;30,01;3;16,569;9,482758621;3;6;3;1;51,4;9,76;Color2 [DarkGray];1;4;;-0,00642848;-0,6204154;-0,5964217;-0,3456955;-0,4733698;-0,1251436;0,5775835;1,167218;0,6302162;0,8841633
+;2,249302762;1,370223039;NRGN;neurogranin [Homo sapiens];30,623;13,97;3;12,08;32,05128205;3;3;3;1;7,6;7,87;Color2 [DarkGray];1;4;;-0,0825029;-0,04627573;-0,6324022;-0,4130519;-0,5247017;1,282377;1,27405;1,73955;-0,2940077;1,150211
+;1,992064511;1,140824037;CREG1;protein CREG1 precursor [Homo sapiens];1,154;17,26;3;5,038;16,81818182;3;6;3;1;24,1;7,59;Color2 [DarkGray];1;4;;-0,3260773;-0,05440176;-0,5125101;-0,2034072;-0,02170457;0,01696705;1,658121;1,428439;0,2500318;1,232461
+;3,530741768;1,1810179;CXCL16;C-X-C motif chemokine 16 precursor [Homo sapiens];4,623;45,6;3;26,278;10,62271062;3;12;3;1;29,5;8,62;Color2 [DarkGray];1;4;;-0,2818901;-0,6392495;-0,3157123;-0,3339494;-0,4295388;0,1392152;0,6161114;1,146664;0,9917525;1,011006
+;2,705097647;-1,715516284;DEFA1;neutrophil defensin 1 isoform X3 [Homo sapiens];2,981;16,54;3;7,849;24,75247525;3;6;1;1;11;7,65;Color2 [DarkGray];1;4;;1,447124;0,04953999;0,8124522;0,5087492;1,070797;-0,0897767;-0,5299304;-0,8869925;-1,512377;-1,669843
+;4,269882987;-0,903057501;PDAP1;28 kDa heat- and acid-stable phosphoprotein [Homo sapiens];1,683;9,44;3;7,975;19,33701657;3;4;3;1;20,6;8,87;Color2 [DarkGray];1;4;;0,6036122;0,5215622;0,4835052;0,2452537;0,2709174;-0,4243614;-0,4604814;-0,22743;-0,7994332;-0,4787309
+;3,080690106;-0,772261718;RPH3A;rabphilin-3A isoform 1 [Homo sapiens];0,218;14,07;3;10,455;5,475504323;3;4;3;1;76,8;8,34;Color2 [DarkGray];1;4;;1,051735;0,4537896;0,623521;0,4768891;0,2209767;-0,06660397;-0,1930152;-0,3189301;-0,1047549;-0,3510931
+;4,242466313;0,797482613;WARS;tryptophan--tRNA ligase, cytoplasmic isoform X1 [Homo sapiens];0,334;16,61;3;11,496;7,430997877;3;4;3;1;53,1;6,23;Color2 [DarkGray];1;4;;-0,6283031;-0,3695715;-0,4755236;-0,313812;-0,1706288;0,190494;0,3274756;0,4948952;0,5932135;0,4234957
+;1,541255109;1,072265379;CDH3;cadherin-3 preproprotein [Homo sapiens];0,425;18,15;3;17,108;6,272617612;3;4;2;1;91,4;4,75;Color2 [DarkGray];1;4;;-1,429717;0,6575337;-0,8261097;-0,8095474;-1,149729;-0,0750133;0,3223499;0,9895737;0,1357121;0,4311349
+;1,750241724;-0,946929269;DSTN;destrin isoform a [Homo sapiens];0,874;10,16;3;6,968;15,75757576;3;3;2;1;18,5;7,85;Color2 [DarkGray];1;4;;0,6027989;-0,1802496;0,01805854;0,6771396;0,208469;-0,02382783;-0,9626769;-0,07688256;-0,9251489;-1,419894
+;2,615049103;-1,019784471;VIP;VIP peptides isoform 1 preproprotein [Homo sapiens];0,995;29,84;3;15,32;24,11764706;3;5;3;1;19,2;6,6;Color2 [DarkGray];1;4;;1,182699;0,07957316;1,361397;0,5771369;0,7043743;-0,4054705;-0,130821;-0,2290376;-0,1197003;-0,3087131
+;1,661287782;-1,001543832;CPPED1;serine/threonine-protein phosphatase CPPED1 isoform a [Homo sapiens];0,931;8,75;3;10,752;9,23566879;3;4;3;1;35,5;6,2;Color2 [DarkGray];1;4;;1,745098;0,114337;0,01494501;0,2466071;0,7677643;-0,02068751;-0,5246513;-0,4494796;-0,2186787;-0,9054709
+;1,940279132;-0,807346305;SHISA9;protein shisa-9 isoform X1 [Homo sapiens];0,311;2,25;2;3,098;2,227171492;2;2;2;1;49,2;9,04;Color2 [DarkGray];1;4;;0,6258173;-0,03317519;0,3103448;0,09920572;0,1847263;0,2787147;-0,681415;-0,8717656;-0,6226225;-0,9527243
+;1,61415241;-1,074363056;TMEM108;transmembrane protein 108 isoform X2 [Homo sapiens];0,359;8,9;2;8,401;2,003338898;2;2;2;1;62,8;9,38;Color2 [DarkGray];1;4;;0,2058918;0,1716597;0,08528556;0,06052674;0,09320315;0,1038884;-1,623387;-1,653761;-0,1260852;-1,455903
+;2,875874242;0,925617806;ATF6;cyclic AMP-dependent transcription factor ATF-6 alpha isoform X1 [Homo sapiens];0,202;9,45;2;5,133;2,757619739;2;3;2;1;76,9;8,59;Color2 [DarkGray];1;4;;-0,8447548;-0,7050365;-0,6069924;-0,05136551;-0,6378298;0,3333297;0,5859983;0,732464;0,1212541;0,009063846
+;2,009811281;-0,804267897;C1orf21;uncharacterized protein C1orf21 [Homo sapiens];0,585;11,37;2;6,553;19,00826446;2;3;2;1;13,9;5,22;Color2 [DarkGray];1;4;;0,1316765;-0,007241501;0,2889272;0,2332264;0,1587787;0,04277403;-1,076807;-1,030855;-0,2081534;-0,9429308
+;2,337699294;0,855717193;PDGFRL;platelet-derived growth factor receptor-like protein precursor [Homo sapiens];0,389;5,99;2;4,138;7,2;2;2;2;1;41,8;8,5;Color2 [DarkGray];1;4;;-0,6927519;0,02585447;-0,8207316;-0,4719889;-0,997726;0,2022256;0,5090486;-0,1693922;0,5632076;0,2161524
+;2,438549955;0,776681309;OLR1;oxidized low-density lipoprotein receptor 1 isoform X1 [Homo sapiens];0,668;11,13;2;6,591;9,157509158;2;3;2;1;30,9;7,28;Color2 [DarkGray];1;4;;-0,196973;-0,3454177;-0,1605167;-0,04532364;-0,1331179;0,4038233;0,5942132;1,151696;0,05134537;0,8009794
+;2,366519472;1,000114831;MAP2;microtubule-associated protein 2 isoform X1 [Homo sapiens];0,048;10,99;2;8,39;1,151727591;2;3;2;1;217,3;4,97;Color2 [DarkGray];1;4;;0,07547915;-0,6948765;-0,647767;-0,2825664;-0,7119313;0,8634383;-0,1867676;0,541239;0,9697276;0,5512747
+;2,429653941;1,975270447;ST6GALNAC5;alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase 5 [Homo sapiens];0,668;6,03;2;5,66;7,142857143;2;2;2;1;38,4;9,48;Color2 [DarkGray];1;4;;-2,535512;-1,562432;-0,3042686;-0,39451;-0,3033521;0,2420489;1,15412;0,9689168;0,9920299;1,419162
+;1,034726291;3,939460216;COL2A1;collagen alpha-1(II) chain isoform X1 [Homo sapiens];0,069;13,69;2;3,5;1,758957655;2;5;1;1;147,2;7,94;Color2 [DarkGray];1;4;;-1,692752;-0,06944781;-1,574571;0,2684551;0,219505;-1,601082;6,224396;6,98846;-1,505834;6,742551
+;2,44573944;2,066380608;B3GAT2;galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase 2 isoform X1 [Homo sapiens];0,389;6,52;2;5,562;5,988023952;2;2;2;1;38;10,55;Color2 [DarkGray];1;4;;-0,2664871;-0,312719;-0,556649;-0,6131502;-0,57482;0,1268382;2,175749;2,734864;0,699715;2,270911
+;3,120461119;-1,130728254;SST;somatostatin preproprotein [Homo sapiens];9;45,52;2;11,748;16,37931034;2;13;2;1;12,7;5,52;Color2 [DarkGray];1;4;;0,8286105;0,637958;0,6470435;0,337001;0,282222;-0,1352308;-0,9874271;-0,7740899;-0,1252299;-0,8988285
+;2,898955187;-0,880649427;TNFRSF10C;tumor necrosis factor receptor superfamily member 10C precursor [Homo sapiens];1,154;6,82;2;4,122;6,563706564;2;3;2;1;27,4;4,82;Color2 [DarkGray];1;4;;0,05494027;0,2079933;0,3280067;0,1559497;0,5239627;-0,1995658;-0,672462;-0,8125073;-0,3431044;-1,104755
+;1,971863036;-1,114527546;ATP6V1E1;V-type proton ATPase subunit E 1 isoform a [Homo sapiens];0,778;10,86;2;12,279;9,292035398;2;3;2;1;26,1;8;Color2 [DarkGray];1;4;;2,112899;0,6679288;0,8126274;0,4094343;0,2977302;-0,4755512;-0,08271771;-0,3964646;-0,058375;-0,2589097
+;3,361142643;-1,116684267;MANF;mesencephalic astrocyte-derived neurotrophic factor precursor [Homo sapiens];0,668;12,28;2;8,201;13,51351351;2;3;2;1;21,1;8,92;Color2 [DarkGray];1;4;;0,2854045;0,9038659;0,1608493;0,6520962;0,5949374;-0,1841157;-0,8092468;-0,8578295;-0,3246678;-0,8104082
+;2,278389663;-1,35960962;MT1H;metallothionein-1H [Homo sapiens];3,642;9,65;2;5,422;32,78688525;2;3;2;1;6;8,06;Color2 [DarkGray];1;4;;0,5755569;0,1159731;0,3448106;0,3590639;0,5576174;-0,1669111;-1,576955;-1,307495;-0,09455111;-1,699114
+;3,132996115;-0,903032655;TAC1;protachykinin-1 isoform beta precursor [Homo sapiens];0,931;13,75;2;8,462;16,27906977;2;3;2;1;15;8,94;Color2 [DarkGray];1;4;;0,8385791;0,1498584;0,6286495;0,3631109;0,8058638;-0,332962;-0,1607657;-0,3986574;-0,1141232;-0,7225932
+;1,883514135;-0,97847612;SEL1L;protein sel-1 homolog 1 isoform 1 precursor [Homo sapiens];0,15;19,88;2;10,86;4,0302267;2;4;2;1;88,7;5,39;Color2 [DarkGray];1;4;;0,4472359;0,2144966;0,4254291;0,1663208;0,1069289;0,0463252;-1,220557;-0,7621836;-0,1079921;-1,487562
+;2,408191682;-1,105427918;FAM3A;protein FAM3A isoform X3 [Homo sapiens];0,585;6,29;2;7,044;10,71428571;2;2;2;1;27,5;6,93;Color2 [DarkGray];1;4;;0,3528334;0,2690476;0,2637814;0,3740028;0,1537311;0,002115039;-1,436241;-1,24834;-0,3763762;-1,054901
+;2,894904786;-1,60604791;LDLRAD3;low-density lipoprotein receptor class A domain-containing protein 3 precursor [Homo sapiens];1,154;11,94;2;5,81;6,956521739;2;3;2;1;37,4;4,87;Color2 [DarkGray];1;4;;0,5313803;0,4442005;0,6002197;0,3545893;0,4425263;-0,349056;-1,062309;-1,359367;-0,6384717;-2,248119
+;2,188888104;0,840013707;TNFSF12-TNFSF13;TNFSF12-TNFSF13 protein [Homo sapiens];0,668;9,66;2;6,959;5,757575758;2;3;1;1;36,6;9,86;Color2 [DarkGray];1;4;;-0,5417099;0,1610833;-0,760369;-0,5517081;-0,7156006;0,4912979;0,8421676;0,3507704;-0,1286957;0,236224
+;1,325319299;-1,187123354;REG1A;lithostathine-1-alpha precursor [Homo sapiens];1,512;10,53;2;4,256;5,421686747;2;4;2;1;18,7;5,94;Color2 [DarkGray];1;4;;-0,218246;0,08205985;1,506454;0,6649583;2,219551;-0,2665639;-0,01156936;-1,104316;-0,534863;0,2364731
+;3,256699903;0,722065221;ST8SIA4;CMP-N-acetylneuraminate-poly-alpha-2, 8-sialyltransferase isoform a precursor [Homo sapiens];0,122;4,57;1;4,503;2,78551532;1;1;1;1;41,3;9,74;Color2 [DarkGray];1;4;;-0,4611994;-0,09491502;-0,7995182;-0,6392822;-0,7454519;0,1061744;0,2435923;0,1248032;0,1498583;0,2455314
+;3,981843722;-1,040321738;C1GALT1C1;C1GALT1-specific chaperone 1 [Homo sapiens];0,155;4,08;1;4,688;4,716981132;1;1;1;1;36,4;6,84;Color2 [DarkGray];1;4;;0,6439851;0,2783062;0,4870681;0,4605727;0,3962265;-0,2814458;-0,8393076;-0,7768095;-0,237561;-0,8003262
+;1,856521404;-1,215324165;COX6B1;cytochrome c oxidase subunit 6B1 [Homo sapiens];0,389;4,17;1;2,533;9,302325581;1;2;1;1;10,2;7,05;Color2 [DarkGray];1;4;;1,257741;0,3429204;0,1597257;0,3986802;0,2271409;-0,07323656;-0,1899;-0,3617388;-1,3565;-1,709038
+;4,334723506;-1,414769745;IGF1R;insulin-like growth factor 1 receptor isoform X1 [Homo sapiens];0,04;3,42;1;2,83;0,576368876;1;1;1;1;157,1;5,87;Color2 [DarkGray];1;4;;0,4781353;0,2861025;0,6430013;0,4247573;0,6308433;-0,4060329;-1,266634;-1,109;-0,6633013;-1,166041
+;2,250616313;-1,932888341;HRNR;hornerin [Homo sapiens];0,031;3,56;1;3,744;1,929824561;1;1;1;1;282,2;10,04;Color2 [DarkGray];1;4;;1,667893;2,298419;0,7370983;0,4502773;0,219239;-0,1339069;-1,457412;-1,50228;0,03050314;-1,22842
+;2,365004117;1,261580106;HACD3;very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase 3 [Homo sapiens];0,166;3,67;1;4,171;5,801104972;1;1;1;1;43,1;8,94;Color2 [DarkGray];1;4;;-0,04580254;-0,08530848;-0,6918086;-0,7296941;-0,8634245;0,4942248;-0,001399413;1,006417;1,62365;0,7689695
+;1,244158346;-1,590319477;MCFD2;multiple coagulation factor deficiency protein 2 isoform A precursor [Homo sapiens];0,585;2,66;1;2,743;8,904109589;1;1;1;1;16,4;4,63;Color2 [DarkGray];1;4;;-0,3124798;-0,04362189;0,5877005;0,3651756;0,3378775;0,006600363;-1,168615;-3,361772;0,1315959;-2,624755
+;1,365552073;2,02274439;LCE3D;late cornified envelope protein 3D [Homo sapiens];1,154;3,72;1;3,425;20,65217391;1;1;1;1;9,4;8,59;Color2 [DarkGray];1;4;;-0,1077892;-0,02053826;0,01039151;-0,07258189;0,1721993;-0,01611962;4,135025;3,080176;0,07912862;2,817193
+;3,162171669;0,840915915;PLAC9;placenta-specific protein 9 precursor [Homo sapiens];0,585;3,86;1;3,578;11,34020619;1;1;1;1;10,3;4,92;Color2 [DarkGray];1;4;;-0,5037181;-0,5769317;-0,2759126;-0,1415293;-0,2622034;0,2226673;0,7497711;0,5139099;0,1449306;0,8130056
+;1,69498458;-1,742992139;NDRG1;protein NDRG1 isoform X1 [Homo sapiens];0,233;2,83;1;2,623;3,406326034;1;1;1;1;44,7;5,82;Color2 [DarkGray];1;4;;0,4420451;-0,2985228;0,9261785;0,3047852;0,6912276;0,2168576;-1,206285;-1,592088;-0,8203444;-3,247387
+;1,580823412;1,285984538;RTTN;rotatin isoform X1 [Homo sapiens];0,027;5,91;1;2,326;0,404131118;1;2;1;1;248,6;6,7;Color2 [DarkGray];1;4;;0,02149377;-0,4581183;-0,1316276;-0,540294;-0,4038786;-0,8499274;1,528626;1,3211;1,355902;1,561797
+;1,746275867;-1,284989659;CD300LF;CMRF35-like molecule 1 isoform X1 [Homo sapiens];0,233;3,24;1;3,464;2,694610778;1;1;1;1;36,8;6,54;Color2 [DarkGray];1;4;;-0,2024261;0,568236;0,7542108;0,3764031;0,4710438;0,0726897;-1,314466;-0,7768095;-0,2470996;-2,191795
+;1,881350432;-1,035696274;SYCP2L;synaptonemal complex protein 2-like [Homo sapiens];0,116;8,07;1;3,486;0,985221675;1;3;1;1;93,5;5,8;Color2 [DarkGray];1;4;;0,2378864;-0,185634;0,6339343;0,3935404;0,4909799;-0,3116855;-1,056871;-1,358842;0,2272566;-1,107632
+;2,876383763;-0,989967233;C11orf87;uncharacterized protein C11orf87 isoform X2 [Homo sapiens];0,233;9,32;1;4,326;4,651162791;1;2;1;1;36,1;11,41;Color2 [DarkGray];1;4;;0,6992547;0,4074964;0,3823603;0,2305101;0,2871744;-0,1410572;-1,145699;-0,6934229;-0,1904488;-0,7724124
+;2,209485904;-1,004914664;ARPP21;cAMP-regulated phosphoprotein 21 isoform X4 [Homo sapiens];0,129;4,55;1;3,43;1,061320755;1;1;1;1;93;7,02;Color2 [DarkGray];1;4;;0,6074169;-0,03298286;0,3425503;0,5398503;0,3811264;-0,003781433;-0,8481857;-1,098627;-0,07977492;-1,156243
+;4,106315594;1,956515831;SECTM1;secreted and transmembrane protein 1 isoform X1 [Homo sapiens];0,585;17,15;1;7,526;7,661290323;1;3;1;1;27;7,43;Color2 [DarkGray];1;4;;-0,4467909;-1,137147;-1,077071;-0,6643494;-0,7136297;0,258186;1,365591;1,462373;1,148709;1,508731
+;2,432204224;0,814723649;TXNRD2;thioredoxin reductase 2, mitochondrial isoform 1 precursor [Homo sapiens];0,116;3,15;1;3,627;2,671755725;1;1;1;1;56,5;7,5;Color2 [DarkGray];1;4;;-0,05780124;-0,591695;-0,759311;-0,6437387;-0,1590065;0,02040624;0,7357122;0,5675546;0,04165397;0,4967389
;1,019839205;0,863367791;APOB;apolipoprotein B-100 precursor [Homo sapiens];2,758;787,71;128;486,732;31,53627;128;218;128;1;515,2;7,05;Color2 [DarkGray];1;4;;-0,539696;0,3426816;-0,04648832;-0,9611605;-0,144473;-0,2296984;2,031944;-0,06673546;0,643534;0,5886586
;0,28045592;0,084496479;FAT2;protocadherin Fat 2 isoform X1 [Homo sapiens];6,356;1103,54;118;574,029;31,84640147;118;272;118;1;479;5,16;Color2 [DarkGray];1;4;;-0,3297376;0,01161065;-0,1026452;0,06845406;0,09277488;0,2520574;0,07534318;0,07132045;-0,3482192;0,1124373
;0,33038033;0,047523869;LRP1;prolow-density lipoprotein receptor-related protein 1 preproprotein [Homo sapiens];3,538;936,87;112;520,732;31,80017606;112;245;109;1;504,3;5,39;Color2 [DarkGray];1;4;;-0,009204835;0,01468405;-0,09542712;0,04736109;-0,1816206;0,08451273;0,05514786;-0,1575618;-0,04570445;0,07701762
;0,033994063;-0,007020228;HSPG2;basement membrane-specific heparan sulfate proteoglycan core protein isoform X4 [Homo sapiens];4,363;1230,02;111;544,224;32,47863248;111;292;111;1;487,3;6,55;Color2 [DarkGray];1;4;;0,1690555;-0,02985056;0,01964417;0,08374631;-0,03982303;0,02847048;-0,1083658;0,2549535;0,02320866;-0,03059556
;1,222781168;-0,618592804;COL6A3;collagen alpha-3(VI) chain isoform X3 [Homo sapiens];5,884;856,8;106;490,715;38,56231105;106;230;2;1;321,8;6,89;Color2 [DarkGray];1;4;;0,1544612;-0,02132209;0,147111;0,269733;0,01592338;-0,01533635;-1,013535;-1,131681;0,2867807;-0,6532856
;1,193335992;0,357647363;COL6A3;collagen alpha-3(VI) chain isoform 1 precursor [Homo sapiens];5,291;847,19;105;489,382;36,48095688;105;228;1;1;343,5;6,68;Color2 [DarkGray];1;4;;-0,401703;-0,09602845;-0,000968329;0,05200562;-0,4646023;0,2038461;0,1194962;-0,2209934;0,5886009;0,1859906
;0,590603199;0,244393461;TNXB;tenascin-X isoform 1 precursor [Homo sapiens];3,44;770,34;104;459,247;34,08769448;104;190;104;1;457,9;5,17;Color2 [DarkGray];1;4;;-0,05849401;-0,4464172;-0,4227607;-0,2050025;0,281372;0,09305321;-0,2567717;-0,1724971;0,5945501;0,1123304
;0,697281063;-0,129277429;LAMA2;laminin subunit alpha-2 isoform a precursor [Homo sapiens];4,78;700,5;98;410,909;34,24087124;98;188;96;1;343,7;6,4;Color2 [DarkGray];1;4;;0,08386996;-0,08427769;0,237996;0,2486293;-0,01502967;-0,08887595;-0,1847896;-0,1071947;0,1894694;0,0161916
;0,136498387;-0,198406574;C4A;complement C4-A isoform 1 preproprotein [Homo sapiens];53,117;4345,76;89;570,569;51,54816514;89;1076;4;1;192,7;7,08;Color2 [DarkGray];1;4;;-1,199186;-0,1473683;0,1269672;1,004593;0,6627186;-0,3705505;0,685549;-1,262394;0,9326698;-0,5295823
;0,879808496;0,414471763;C4B;complement C4-B preproprotein [Homo sapiens];56,544;4426,41;88;583,32;51,54816514;88;1097;3;1;192,6;7,27;Color2 [DarkGray];1;4;;-0,9277077;-0,544845;0,2762031;-0,4046719;0,1662304;-0,2543505;0,1141693;0,1911481;0,2627111;0,3238896
;0,509794046;0,19557573;FN1;fibronectin isoform 5 preproprotein [Homo sapiens];24,65;2144,68;87;548,286;47,08188153;87;503;2;1;252,7;5,94;Color2 [DarkGray];1;4;;-0,0822843;0,2830905;-0,185934;0,05065976;-0,2816677;0,6276678;0,08226114;0,3249719;-0,2531289;-0,02002904
;0,029612016;-0,01800703;FN1;fibronectin isoform 1 preproprotein [Homo sapiens];23,484;2105;87;551,811;43,72224465;87;497;2;1;272,2;5,5;Color2 [DarkGray];1;4;;0,2912375;-0,3160571;-0,1351648;0,2532178;-0,1081063;0,1160877;0,3719517;0,2775691;-0,4906838;-0,3798328
;0,07077055;0,083528901;FCGBP;IgGFc-binding protein isoform X1 [Homo sapiens];3,453;896,16;81;416,424;28,30712303;81;216;81;1;571,6;5,34;Color2 [DarkGray];1;4;;-0,6389408;1,176499;-1,090431;0,3958724;0,1128963;0,3485403;0,05232874;0,3450239;0,1329397;-0,5052924
;0,250411951;-0,080117412;RELN;reelin isoform a precursor [Homo sapiens];7,998;849,34;80;408,005;29,59537572;80;217;80;1;388,1;5,88;Color2 [DarkGray];1;4;;0,009726295;0,2233745;0,008132966;-0,04022317;-0,07993069;-0,01442799;-0,3126544;-0,1231514;-0,2173536;0,3880802
;0,401692955;0,332901615;C5;complement C5 isoform X1 [Homo sapiens];15,343;917,8;72;339,601;41,10648424;72;246;72;1;188,9;6,52;Color2 [DarkGray];1;4;;-0,4889987;-0,1357909;0,1171142;-0,6433306;0,7775893;-0,383356;0,8901384;-0,3227144;0,255239;0,8517845
;0,41082223;0,193457311;C3;complement C3 precursor [Homo sapiens];6,223;620,35;67;304,42;41,55141311;67;161;67;1;187;6,4;Color2 [DarkGray];1;4;;-0,1683583;-0,2866375;-0,1259646;-0,5975797;0,6208059;0,007601693;0,1809813;-0,1291317;0,08676195;0,2633391
;0,310785547;0,134497072;FLNA;filamin-A isoform 2 [Homo sapiens];2,936;381,57;67;289,45;33,01851152;67;100;61;1;280,6;6,06;Color2 [DarkGray];1;4;;0,1864397;-0,5227758;0,01196734;0,2126182;-0,1735754;-0,0176972;0,2450117;0,4703211;-0,2566621;-0,05381405
;0,267223325;-0,046986551;FBN1;fibrillin-1 precursor [Homo sapiens];2,967;509,74;67;307,972;28,59630791;67;136;67;1;312,1;4,93;Color2 [DarkGray];1;4;;-0,01534651;-0,0200539;0,2122149;-0,05667774;0,003243041;-0,05492129;0,05742578;0,03325663;0,07864403;-0,2259581
;1,321177296;0,246147724;F5;coagulation factor V preproprotein [Homo sapiens];7,69;591,75;66;296,792;31,47482014;66;155;66;1;251,5;6,05;Color2 [DarkGray];1;4;;-0,1695779;-0,1860082;-0,3585668;-0,01333142;0,06271402;0,1542092;-0,1641601;0,1487202;0,2985434;0,1286556
;0,028922223;-0,014210488;CFH;complement factor H isoform a precursor [Homo sapiens];47,939;2554,31;65;425,419;55,88952071;65;606;57;1;139;6,62;Color2 [DarkGray];1;4;;-0,479079;-0,005327269;0,03145756;-0,04384748;0,2780664;-0,08744566;0,2583545;-0,4635769;0,06375565;-0,06086983
;0,819201236;-0,208326609;CHGB;secretogranin-1 precursor [Homo sapiens];503,316;2275,57;62;480,237;71,04874446;62;540;62;1;78,2;5,07;Color2 [DarkGray];1;4;;0,13685;0,2973703;0,193381;-0,05243467;-0,3240816;-0,03655248;-0,1415132;0,02652581;-0,3672839;-0,2717243
;1,042159537;-0,188103448;VWF;von Willebrand factor preproprotein [Homo sapiens];2,346;378,11;61;247,928;28,33274085;61;97;61;1;309,1;5,49;Color2 [DarkGray];1;4;;0,1430324;-0,2075254;-0,005052227;-0,00261935;0,2175628;-0,2370195;-0,1736213;-0,09231135;-0,3380442;0,04587729
;0,366032556;-0,258985837;PLG;plasminogen isoform 1 precursor [Homo sapiens];60,759;1079,15;54;312,435;64,81481481;54;259;54;1;90,5;7,24;Color2 [DarkGray];1;4;;-0,2504144;0,4072243;0,1800208;-0,1273984;0,7941403;-0,2730956;0,8645518;-0,06864794;-0,6291878;-0,184977
;1,951834649;0,181137448;LAMB2;laminin subunit beta-2 precursor [Homo sapiens];3,685;422,89;53;225,999;36,42936596;53;107;53;1;195,9;6,52;Color2 [DarkGray];1;4;;-0,05495381;-0,1738141;-0,009205787;-0,03863448;-0,121384;-0,03223926;0,04383449;0,2339704;0,0950702;0,1670593
;1,32080889;-0,896763331;KRT1;keratin, type II cytoskeletal 1 [Homo sapiens];214,443;790,92;52;291,07;54,03726708;52;210;44;1;66;8,12;Color2 [DarkGray];1;4;;0,7442207;0,8270119;0,9831006;-0,2902327;0,361278;-0,3477617;-0,3282824;-1,176946;0,6993378;-0,7047862
;0,137089852;-0,663130108;CP;ceruloplasmin isoform X1 [Homo sapiens];68,895;1892,29;51;386,96;54,29616088;51;466;1;1;125,6;5,76;Color2 [DarkGray];1;4;;-0,649683;-0,3644927;1,201214;-1,178377;7,939314;0,2852609;3,736256;-0,465412;-0,1579107;0,2341304
